Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Sensor Voltage (V),A/F Learning #1 (%),Intake Air Temperature (F),Mass Airflow Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
105252,14.70,13.76,178,2918,35.50,9.97,0.00,9.29,11.76,0.65,0.00,0,-5.51,31.34,0.92,-14.84,90,2.40,84.7504
105325,14.70,13.84,178,2919,35.50,9.96,0.00,9.29,12.16,0.65,0.00,0,-5.51,31.34,0.94,-14.84,90,2.40,84.8480
105398,14.59,13.76,178,2910,35.50,9.96,0.00,9.29,12.16,0.65,0.00,0,-5.51,31.76,0.94,-14.84,90,2.40,84.9823
105471,14.70,13.84,178,2914,35.50,9.94,0.00,9.29,12.16,0.65,0.00,0,-5.51,31.76,0.94,-14.84,90,2.42,85.0800
105544,14.70,13.76,178,2909,35.00,10.55,0.00,9.43,12.16,0.66,0.00,0,-5.37,32.09,0.94,-14.84,90,2.40,85.1257
105617,14.81,13.84,178,2916,35.50,10.58,0.00,9.43,12.16,0.66,0.00,0,-5.37,32.09,0.94,-14.84,90,2.40,85.2753
105690,14.81,13.76,178,2920,35.50,10.59,0.00,9.43,12.16,0.66,0.00,0,-5.37,32.09,0.94,-14.84,90,2.42,85.2661
105763,14.81,13.84,178,2908,35.00,10.56,0.00,9.43,12.16,0.66,0.00,0,-5.37,32.33,0.94,-14.84,90,2.40,85.5072
105837,14.81,13.84,178,2924,34.50,10.55,0.00,9.58,12.16,0.68,0.00,0,-5.22,33.17,0.94,-14.84,90,2.42,85.5927
105910,14.70,13.84,178,2927,35.00,10.60,0.00,9.58,12.16,0.68,0.00,0,-5.22,32.56,0.94,-14.84,90,2.42,85.5560
105983,14.59,13.76,178,2922,35.00,10.62,0.00,9.58,12.55,0.68,0.00,0,-5.22,32.93,0.94,-14.84,90,2.42,85.6476
106056,14.70,13.84,178,2912,35.00,10.60,0.00,9.58,12.55,0.68,0.00,0,-5.22,33.06,0.94,-14.84,90,2.42,85.7758
106128,14.70,13.84,178,2910,34.50,10.55,0.00,9.72,12.55,0.68,0.00,0,-5.22,33.17,0.94,-14.84,90,2.44,85.9344
106202,14.59,13.76,178,2911,34.50,10.56,0.00,9.72,12.55,0.69,0.00,0,-5.08,33.29,0.94,-14.84,90,2.44,85.9680
106275,14.59,13.84,178,2925,34.50,10.61,0.00,9.72,12.55,0.68,0.00,0,-5.08,33.17,0.96,-14.84,90,2.42,85.9741
106347,14.70,13.84,178,2925,34.50,10.61,0.00,9.72,12.55,0.69,0.00,0,-5.08,33.65,0.96,-14.84,90,2.44,86.0596
106421,14.81,13.84,178,2912,34.00,10.57,0.00,9.72,12.55,0.69,0.00,0,-5.08,33.54,0.96,-14.84,90,2.44,86.2183
106494,14.70,13.76,178,2908,34.50,10.56,0.00,9.87,12.55,0.69,0.00,0,-4.93,33.42,0.96,-14.84,90,2.44,86.2549
106567,14.70,13.84,178,2925,34.50,10.55,0.00,9.87,12.55,0.69,0.00,0,-4.93,33.78,0.96,-14.84,90,2.44,86.4075
106641,14.81,13.84,178,2926,34.00,10.61,0.00,9.87,12.94,0.70,0.00,0,-4.93,34.01,0.96,-14.84,90,2.46,86.4014
106713,14.81,13.84,178,2925,34.00,11.23,0.00,9.87,12.94,0.71,0.00,0,-4.93,34.03,0.96,-14.84,90,2.46,86.4349
106786,14.81,13.84,178,2915,34.00,10.57,0.00,9.87,12.94,0.69,0.00,0,-4.93,34.01,0.96,-14.84,90,2.44,86.4471
106859,14.47,13.84,178,2912,34.00,11.18,0.00,10.01,12.94,0.70,0.00,0,-4.79,34.27,0.96,-14.84,90,2.46,86.5753
106932,14.70,13.84,178,2920,34.00,11.21,0.00,10.01,12.94,0.70,0.00,0,-4.79,34.01,0.96,-14.84,90,2.46,86.6882
107005,14.70,13.84,178,2928,34.00,11.24,0.00,10.01,12.94,0.72,0.00,0,-4.79,34.38,0.96,-14.84,90,2.46,86.7645
107079,14.70,13.84,178,2914,34.00,11.25,0.00,10.01,12.94,0.71,0.00,0,-4.79,34.75,0.96,-14.84,90,2.46,86.8683
107152,14.59,13.84,178,2915,34.00,11.19,0.00,10.16,12.94,0.71,0.00,0,-4.64,34.88,0.96,-14.84,90,2.46,86.9507
107224,14.70,13.84,178,2930,34.00,11.19,0.00,10.16,12.94,0.71,0.00,0,-4.64,35.10,0.96,-14.84,90,2.48,86.9659
107297,14.59,13.76,178,2926,34.00,11.25,0.00,10.16,12.94,0.72,0.00,0,-4.64,35.10,0.98,-14.84,90,2.48,87.1063
107370,14.70,13.76,178,2930,34.00,11.25,0.00,10.30,13.33,0.72,0.00,0,-4.64,34.88,0.98,-14.84,90,2.48,87.1765
107443,14.70,13.84,178,2918,33.50,11.21,0.00,10.30,13.33,0.72,0.00,0,-4.50,35.47,0.98,-14.84,90,2.48,87.3840
107516,14.59,13.84,178,2915,33.00,11.19,0.00,10.30,13.33,0.74,0.00,0,-4.50,35.84,0.98,-14.84,90,2.48,87.4573
107589,14.70,13.76,178,2917,33.00,11.82,0.00,10.30,13.73,0.74,0.00,0,-4.50,36.07,0.98,-14.84,90,2.50,87.6251
107663,14.47,13.84,178,2928,33.50,11.26,0.00,10.45,13.73,0.74,0.00,0,-4.35,35.83,0.98,-14.84,90,2.48,87.6862
107735,14.59,13.76,178,2919,33.00,11.87,0.00,10.45,13.73,0.75,0.00,0,-4.35,36.19,0.98,-14.84,90,2.50,87.9974
107808,14.70,13.76,176,2919,33.00,11.83,0.00,10.59,13.73,0.75,0.00,0,-4.35,37.05,1.00,-14.84,90,2.50,88.0676
107881,14.70,13.76,176,2919,33.00,11.83,0.00,10.59,13.73,0.77,0.00,0,-4.21,37.41,1.00,-14.84,90,2.52,88.2507
107955,14.59,13.76,178,2926,32.50,11.83,0.00,10.74,14.12,0.77,0.00,0,-4.21,37.18,1.00,-14.84,90,2.52,88.4247
108028,14.47,13.84,178,2925,32.50,11.86,0.00,10.88,14.12,0.77,0.00,0,-4.06,37.53,1.00,-14.84,90,2.52,88.7146
108101,14.59,13.76,178,2915,32.50,12.44,0.00,10.88,14.12,0.78,0.00,0,-3.92,38.17,1.00,-14.84,90,2.52,88.8306
108173,14.81,13.84,178,2922,32.00,12.47,0.00,11.03,14.51,0.79,0.00,0,-3.77,38.56,1.02,-13.28,90,2.54,88.9374
108247,14.59,13.68,178,2918,32.00,12.45,0.00,11.17,14.90,0.81,0.00,0,-3.63,39.25,1.02,-13.28,90,2.56,89.1693
108319,14.36,13.76,178,2936,31.50,12.49,0.00,11.32,14.90,0.82,0.00,0,-3.48,39.79,1.04,-13.28,90,2.56,89.4562
108392,14.47,13.76,178,2920,31.50,12.53,0.00,11.46,14.90,0.83,0.00,0,-3.34,39.93,1.04,-13.28,90,2.56,89.7369
108466,14.59,13.76,178,2917,31.00,13.08,0.00,11.75,15.29,0.84,0.00,0,-3.19,41.16,1.04,-13.28,90,2.58,89.9353
108539,14.47,13.76,178,2930,30.50,13.07,0.00,11.75,15.29,0.85,0.00,0,-3.05,41.71,1.04,-13.28,90,2.60,90.1031
108612,14.59,13.76,176,2933,30.50,13.13,0.00,11.90,15.29,0.86,0.00,0,-3.05,41.85,1.04,-13.28,90,2.60,90.2252
108685,14.59,13.76,176,2930,30.00,13.13,0.00,11.90,15.69,0.87,0.00,0,-2.90,42.11,1.04,-13.28,90,2.60,90.4114
108759,14.47,13.76,176,2920,29.50,13.08,0.00,12.04,15.69,0.87,0.00,0,-2.76,42.52,1.04,-13.28,90,2.62,90.6464
108831,14.70,13.84,176,2919,29.50,13.70,0.00,12.19,15.69,0.89,0.00,0,-2.61,43.06,1.04,-13.28,90,2.62,90.7013
108904,14.59,13.84,176,2928,29.00,13.74,0.00,12.19,15.69,0.90,0.00,0,-2.61,43.33,1.06,-13.28,90,2.62,90.8661
108978,14.59,13.84,176,2939,29.50,13.81,0.00,12.33,15.69,0.89,0.00,0,-2.47,43.33,1.06,-13.28,90,2.64,90.9576
109051,14.59,13.84,176,2915,29.00,13.79,0.00,12.48,15.69,0.89,0.00,0,-2.47,43.19,1.06,-13.28,90,2.62,91.0339
109124,14.70,13.84,176,2922,29.00,13.68,0.00,12.48,15.69,0.90,0.00,0,-2.32,43.88,1.06,-13.28,90,2.64,91.1621
109196,14.70,13.84,176,2942,29.00,13.72,0.00,12.48,15.69,0.91,0.00,0,-2.32,44.58,1.06,-13.28,90,2.64,91.2659
109270,14.59,13.84,176,2930,28.50,13.81,0.00,12.62,15.69,0.91,0.00,0,-2.32,44.29,1.06,-13.28,90,2.64,91.3513
109342,14.59,13.76,176,2928,28.50,13.74,0.00,12.62,16.08,0.91,0.00,0,-2.18,44.16,1.06,-13.28,90,2.64,91.3757
109416,14.59,13.84,176,2925,28.50,13.73,0.00,12.62,16.08,0.91,0.00,0,-2.18,44.43,1.06,-13.28,90,2.64,91.5070
109489,14.70,13.84,176,2925,28.50,13.73,0.00,12.62,16.08,0.91,0.00,0,-2.18,44.43,1.06,-13.28,90,2.64,91.4734
109562,14.81,13.84,176,2940,28.50,13.78,0.00,12.62,15.69,0.92,0.00,0,-2.18,44.71,1.06,-13.28,90,2.66,91.5100
109634,14.70,13.76,176,2943,28.50,13.80,0.00,12.77,15.69,0.92,0.00,0,-2.03,44.72,1.06,-13.28,90,2.66,91.5863
109708,14.70,13.84,176,2919,28.50,13.81,0.00,12.62,16.08,0.91,0.00,0,-2.18,44.87,1.06,-13.28,90,2.64,91.5710
109781,14.59,13.84,176,2920,28.50,13.70,0.00,12.77,15.69,0.90,0.00,0,-2.18,44.44,1.06,-13.28,90,2.64,91.5894
109854,14.70,13.84,176,2934,28.50,13.71,0.00,12.62,15.69,0.91,0.00,0,-2.03,44.02,1.04,-13.28,90,2.64,91.5680
109927,14.70,13.84,176,2934,29.00,13.77,0.00,12.62,15.69,0.91,0.00,0,-2.18,43.75,1.04,-13.28,90,2.64,91.5070
110001,14.81,13.76,176,2930,29.00,13.75,0.00,12.48,15.29,0.90,0.00,0,-2.32,43.33,1.04,-13.28,90,2.62,91.3391
110073,14.81,13.76,176,2919,29.50,13.70,0.00,12.48,14.90,0.88,0.00,0,-2.32,42.93,1.04,-13.28,90,2.62,91.1316
110145,14.70,13.84,176,2926,30.50,13.11,0.00,12.33,14.51,0.86,0.00,0,-2.47,42.11,1.02,-13.28,90,2.60,90.9485
110220,14.81,13.84,176,2933,30.50,13.14,0.00,12.04,14.51,0.85,0.00,0,-2.76,41.16,1.02,-13.28,90,2.58,90.5823
110292,14.70,13.84,176,2932,31.00,13.14,0.00,11.75,14.12,0.85,0.00,0,-2.90,40.61,1.00,-13.28,90,2.58,90.2893
110366,14.70,13.84,176,2917,31.00,13.13,0.00,11.61,14.12,0.83,0.00,0,-3.05,40.48,1.00,-13.28,90,2.56,90.0177
110438,14.59,13.84,176,2918,31.50,12.44,0.00,11.46,13.73,0.81,0.00,0,-3.19,38.98,1.00,-13.28,90,2.54,89.8987
110512,14.70,13.84,176,2930,32.00,12.45,0.00,11.32,13.73,0.79,0.00,0,-3.34,38.43,0.98,-13.28,90,2.52,89.6088
110584,14.70,13.76,176,2928,32.50,11.87,0.00,11.17,13.73,0.79,0.00,0,-3.48,37.90,0.98,-13.28,90,2.52,89.3677
110657,14.70,13.76,176,2928,32.50,11.87,0.00,11.17,13.73,0.78,0.00,0,-3.63,37.53,0.98,-13.28,90,2.52,89.1571
110731,14.70,13.84,176,2915,32.50,11.81,0.00,11.03,13.33,0.77,0.00,0,-3.77,37.41,0.98,-13.28,90,2.50,89.0198
110803,14.70,13.84,176,2916,33.00,11.82,0.00,10.88,13.33,0.75,0.00,0,-3.92,36.81,0.98,-13.28,90,2.50,88.9069
110876,14.59,13.76,176,2919,33.00,11.82,0.00,10.74,12.94,0.74,0.00,0,-4.06,36.56,0.96,-14.84,90,2.50,88.6047
110950,14.70,13.84,176,2919,33.00,11.21,0.00,10.59,12.94,0.74,0.00,0,-4.06,35.83,0.96,-14.84,90,2.50,88.3362
111022,14.81,13.76,176,2909,33.00,11.21,0.00,10.59,12.94,0.73,0.00,0,-4.21,35.83,0.96,-14.84,90,2.48,88.1683
111097,14.93,13.84,176,2908,33.50,11.79,0.00,10.45,12.94,0.73,0.00,0,-4.21,35.24,0.96,-14.84,90,2.46,88.0249
111171,14.93,13.76,176,2901,33.50,11.17,0.00,10.45,12.94,0.72,0.00,0,-4.35,35.24,0.96,-14.84,90,2.46,87.7716
111243,14.70,13.84,176,2915,33.50,11.19,0.00,10.30,12.94,0.73,0.00,0,-4.35,35.10,0.96,-14.84,90,2.48,87.6526
111315,14.70,13.76,176,2914,34.00,11.19,0.00,10.30,12.94,0.72,0.00,0,-4.50,34.88,0.96,-14.84,90,2.46,87.3932
111389,14.59,13.84,176,2915,34.00,10.57,0.00,10.30,12.94,0.72,0.00,0,-4.50,34.26,0.96,-14.84,90,2.46,87.3993
111461,14.59,13.76,176,2892,34.00,11.14,0.00,10.30,12.94,0.70,0.00,0,-4.50,34.26,0.96,-14.84,90,2.46,87.2803
111536,14.59,13.84,176,2896,34.00,11.11,0.00,10.16,12.94,0.71,0.00,0,-4.64,34.27,0.96,-14.84,90,2.46,87.1704
111608,14.81,13.84,176,2907,34.00,11.12,0.00,10.16,12.94,0.71,0.00,0,-4.64,34.26,0.96,-14.84,90,2.46,87.1521
111680,14.70,13.76,176,2899,33.50,11.16,0.00,10.16,12.55,0.71,0.00,0,-4.64,34.38,0.96,-14.84,90,2.46,87.1246
111754,14.59,13.76,176,2904,34.00,11.13,0.00,10.16,12.94,0.70,0.00,0,-4.64,34.27,0.96,-14.84,90,2.46,87.0972
111827,14.70,13.84,176,2888,34.00,11.15,0.00,10.16,12.55,0.71,0.00,0,-4.64,33.90,0.96,-14.06,90,2.46,87.0880
111899,14.59,13.84,176,2884,34.00,11.08,0.00,10.16,12.55,0.71,0.00,0,-4.64,34.39,0.96,-14.06,90,2.44,87.0148
111974,14.59,13.76,176,2884,33.50,11.08,0.00,10.16,12.55,0.72,0.00,0,-4.64,34.51,0.96,-14.06,90,2.46,87.0422
112047,14.59,13.84,176,2896,34.00,10.50,0.00,10.16,12.55,0.70,0.00,0,-4.64,33.66,0.96,-14.06,90,2.46,86.9751
112119,14.70,13.84,176,2886,34.00,11.11,0.00,10.01,12.55,0.70,0.00,0,-4.79,33.78,0.96,-14.06,90,2.44,86.9080
112193,14.70,13.84,176,2888,34.00,11.08,0.00,10.01,12.55,0.71,0.00,0,-4.64,33.66,0.96,-14.06,90,2.46,86.9812
112267,14.70,13.84,176,2871,34.00,11.09,0.00,10.01,12.94,0.71,0.00,0,-4.79,34.14,0.96,-14.06,90,2.44,86.9141
112339,14.70,13.84,176,2871,33.50,11.03,0.00,10.01,12.94,0.71,0.00,0,-4.79,34.01,0.96,-14.06,90,2.44,86.9873
112413,14.70,13.76,176,2868,34.00,11.03,0.00,10.01,12.55,0.71,0.00,0,-4.79,34.14,0.96,-14.06,90,2.44,86.8744
112485,14.47,13.84,176,2877,34.00,11.05,0.00,10.01,12.55,0.70,0.00,0,-4.79,34.01,0.96,-14.06,90,2.46,86.8988
112559,14.47,13.84,176,2878,34.00,11.05,0.00,10.01,12.55,0.71,0.00,0,-4.79,34.14,0.96,-14.06,90,2.44,86.8805
112631,14.70,13.84,176,2876,34.00,11.04,0.00,10.01,12.94,0.71,0.00,0,-4.79,34.14,0.96,-14.06,90,2.46,86.9019
112705,14.59,13.76,176,2876,34.00,11.04,0.00,10.01,12.94,0.71,0.00,0,-4.79,33.78,0.96,-14.06,90,2.44,86.9354
112778,14.59,13.84,176,2861,34.00,10.98,0.00,10.01,12.94,0.71,0.00,0,-4.79,33.89,0.96,-14.06,90,2.44,86.9049
112852,14.70,13.84,176,2859,34.00,10.99,0.00,10.01,12.55,0.72,0.00,0,-4.79,33.78,0.96,-14.06,90,2.44,86.8927
112923,14.59,13.76,176,2858,34.00,10.98,0.00,10.16,12.94,0.70,0.00,0,-4.79,34.01,0.96,-14.06,90,2.46,87.0117
112997,14.59,13.84,176,2866,33.50,10.97,0.00,10.16,12.94,0.72,0.00,0,-4.64,34.51,0.96,-14.06,90,2.46,87.0850
113069,14.70,13.84,176,2864,33.00,11.00,0.00,10.30,12.94,0.74,0.00,0,-4.64,35.24,0.98,-14.06,90,2.48,87.2589
113143,14.59,13.84,176,2862,33.00,11.60,0.00,10.30,13.33,0.75,0.00,0,-4.50,35.23,0.98,-14.06,90,2.46,87.6312
113217,14.70,13.84,176,2859,33.00,11.59,0.00,10.45,13.73,0.75,0.00,0,-4.35,35.96,0.98,-14.06,90,2.50,88.0005
113290,14.70,13.84,176,2848,32.50,11.54,0.00,10.59,13.73,0.77,0.00,0,-4.21,36.44,1.00,-14.06,90,2.50,88.3636
113363,14.70,13.84,176,2845,32.00,11.54,0.00,10.74,14.12,0.78,0.00,0,-4.06,36.81,1.00,-14.06,90,2.52,88.6841
113436,14.59,13.76,176,2846,32.00,12.14,0.00,11.03,14.51,0.80,0.00,0,-3.92,37.78,1.02,-14.06,90,2.52,89.0717
113510,14.59,13.84,176,2855,31.00,12.14,0.00,11.32,14.90,0.82,0.00,0,-3.77,38.70,1.04,-13.28,90,2.54,89.4562
113584,14.59,13.76,176,2857,30.50,12.79,0.00,11.61,15.29,0.84,0.00,0,-3.48,40.20,1.04,-12.50,90,2.58,89.8224
113656,14.47,13.84,176,2852,30.50,12.80,0.00,11.75,15.69,0.86,0.00,0,-3.19,41.29,1.04,-12.50,90,2.60,90.2588
113729,14.36,13.84,176,2852,29.50,13.39,0.00,11.90,15.69,0.89,0.00,0,-3.05,41.97,1.06,-12.50,90,2.60,90.5762
113803,14.59,13.76,176,2849,29.00,13.37,0.00,12.19,16.08,0.90,0.00,0,-2.61,42.52,1.06,-12.50,90,2.60,90.9149
113875,14.47,13.84,176,2833,28.50,13.30,0.00,12.33,16.08,0.91,0.00,0,-2.47,42.80,1.06,-12.50,90,2.62,91.1346
113947,14.47,13.84,176,2832,27.50,13.90,0.00,12.33,16.08,0.92,0.00,0,-2.47,43.61,1.06,-12.50,90,2.62,91.3208
114021,14.59,13.76,176,2833,28.00,13.31,0.00,12.48,16.47,0.93,0.00,0,-2.32,43.48,1.06,-12.50,90,2.62,91.6138
114094,14.47,13.76,176,2830,27.00,13.90,0.00,12.77,16.47,0.94,0.00,0,-2.18,44.43,1.08,-12.50,90,2.64,91.7328
114167,14.59,13.76,176,2842,27.00,13.89,0.00,12.91,16.47,0.95,0.00,0,-2.03,44.87,1.08,-12.50,90,2.64,91.9220
114240,14.59,13.76,176,2846,27.00,13.94,0.00,12.91,16.47,0.96,0.00,0,-1.89,44.58,1.08,-12.50,90,2.66,92.1600
114313,14.70,13.84,176,2844,27.00,13.97,0.00,13.06,16.47,0.96,0.00,0,-1.89,45.47,1.08,-12.50,90,2.66,92.3553
114386,14.70,13.76,176,2831,26.00,14.50,0.00,13.06,16.47,0.97,0.00,0,-1.74,45.92,1.08,-12.50,90,2.66,92.4011
114459,14.70,13.76,176,2854,26.00,14.61,0.00,13.20,16.86,0.97,0.00,0,-1.60,45.92,1.08,-12.50,90,2.66,92.5415
114533,14.70,13.68,176,2834,26.00,14.51,0.00,13.35,16.86,0.99,0.00,0,-1.45,46.81,1.08,-12.50,90,2.68,92.6849
114605,14.59,13.84,176,2832,25.00,14.42,0.00,13.35,16.86,1.00,0.00,0,-1.45,46.97,1.08,-12.50,90,2.68,92.8986
114678,14.59,13.76,176,2827,25.00,14.50,0.00,13.49,16.86,1.00,0.00,0,-1.31,47.27,1.08,-12.50,90,2.68,93.0267
114751,14.70,13.76,176,2820,25.00,14.47,0.00,13.64,16.86,1.00,0.00,0,-1.31,47.27,1.10,-12.50,90,2.70,93.1610
114825,14.59,13.76,176,2838,24.00,14.44,0.00,13.64,16.86,1.00,0.00,0,-1.16,47.83,1.10,-12.50,90,2.70,93.2953
114897,14.70,13.76,176,2840,24.50,14.53,0.00,13.78,16.86,1.01,0.00,0,-1.16,48.11,1.10,-12.50,90,2.70,93.3868
114970,14.81,13.84,176,2833,23.50,15.11,0.00,13.78,17.25,1.02,0.00,0,-1.02,48.40,1.10,-12.50,90,2.72,93.5608
115044,14.59,13.76,176,2834,23.50,15.12,0.00,13.78,17.25,1.04,0.00,0,-1.02,48.67,1.10,-12.50,90,2.72,93.5913
115118,14.70,13.76,176,2849,23.50,15.20,0.00,13.93,17.25,1.03,0.00,0,-0.87,48.74,1.10,-12.50,90,2.72,93.7347
115190,14.59,13.68,176,2835,23.50,15.12,0.00,13.93,17.25,1.03,0.00,0,-0.87,48.75,1.10,-12.50,90,2.70,93.7805
115263,14.59,13.76,176,2834,23.50,15.07,0.00,14.07,17.25,1.04,0.00,0,-0.73,49.10,1.10,-12.50,90,2.72,93.9362
115337,14.70,13.76,176,2826,23.50,15.12,0.00,14.07,17.25,1.05,0.00,0,-0.73,48.92,1.10,-12.50,90,2.72,93.9545
115410,14.81,13.84,176,2826,22.50,15.67,0.00,14.07,17.25,1.04,0.00,0,-0.73,48.82,1.10,-12.50,90,2.72,94.0460
115483,14.81,13.76,176,2831,23.50,15.07,0.00,14.22,17.25,1.04,0.00,0,-0.73,49.62,1.10,-12.50,90,2.72,94.0857
115556,14.70,13.76,176,2836,22.50,15.10,0.00,14.22,17.25,1.04,0.00,0,-0.58,49.13,1.10,-12.50,90,2.72,94.1345
115629,14.70,13.84,176,2843,22.50,15.77,0.00,14.22,17.25,1.06,0.00,0,-0.58,49.93,1.10,-12.50,90,2.74,94.2017
115702,14.70,13.84,176,2840,22.50,15.75,0.00,14.36,17.25,1.06,0.00,0,-0.44,49.96,1.10,-12.50,90,2.74,94.2383
115775,14.70,13.76,176,2840,22.50,15.75,0.00,14.22,17.25,1.05,0.00,0,-0.58,49.68,1.10,-12.50,90,2.72,94.2719
115848,14.70,13.84,176,2832,22.50,15.10,0.00,14.36,17.25,1.06,0.00,0,-0.44,49.61,1.10,-12.50,90,2.74,94.3024
115922,14.70,13.84,176,2832,22.00,15.68,0.00,14.36,17.25,1.06,0.00,0,-0.44,50.07,1.10,-12.50,90,2.74,94.3665
115994,14.70,13.84,176,2825,22.50,15.71,0.00,14.36,17.25,1.06,0.00,0,-0.44,50.48,1.10,-12.50,90,2.74,94.4336
116067,14.70,13.84,176,2834,22.50,15.07,0.00,14.36,17.25,1.06,0.00,0,-0.44,49.98,1.10,-12.50,90,2.72,94.4092
116141,14.70,13.84,176,2829,22.50,15.72,0.00,14.36,17.25,1.06,0.00,0,-0.44,49.95,1.10,-12.50,90,2.74,94.4244
116213,14.70,13.84,176,2826,22.50,15.67,0.00,14.36,17.25,1.05,0.00,0,-0.44,50.12,1.10,-12.50,90,2.72,94.4214
116286,14.70,13.84,176,2850,22.50,15.81,0.00,14.36,17.25,1.05,0.00,0,-0.44,49.88,1.10,-12.50,90,2.74,94.3604
116360,14.70,13.76,176,2841,22.50,15.76,0.00,14.36,16.86,1.05,0.00,0,-0.44,49.76,1.10,-12.50,90,2.72,94.3268
116433,14.70,13.84,176,2835,22.50,15.12,0.00,14.22,16.86,1.05,0.00,0,-0.58,49.48,1.08,-12.50,90,2.72,94.2627
116506,14.70,13.84,176,2842,23.00,15.21,0.00,14.07,16.47,1.04,0.00,0,-0.73,49.11,1.08,-12.50,90,2.72,94.0552
116578,14.59,13.76,176,2830,24.00,15.16,0.00,14.07,16.47,1.02,0.00,0,-0.73,48.32,1.06,-12.50,90,2.70,93.8019
116652,14.59,13.84,176,2833,24.50,15.09,0.00,13.78,16.08,1.00,0.00,0,-0.87,47.72,1.06,-12.50,90,2.70,93.5516
116725,14.70,13.84,176,2840,25.50,14.50,0.00,13.49,15.69,0.98,0.00,0,-1.02,45.92,1.04,-12.50,90,2.66,93.2953
116798,14.70,13.84,176,2829,26.00,14.54,0.00,13.35,15.69,0.96,0.00,0,-1.31,45.17,1.04,-12.50,90,2.64,92.9199
116872,14.70,13.76,176,2836,27.00,13.92,0.00,13.20,15.29,0.95,0.00,0,-1.45,44.43,1.04,-12.50,90,2.66,92.5995
116944,14.70,13.84,176,2849,27.50,13.37,0.00,13.06,14.90,0.93,0.00,0,-1.60,43.47,1.02,-12.50,90,2.62,92.3248
117017,14.70,13.84,176,2845,28.50,13.35,0.00,12.77,14.51,0.91,0.00,0,-2.03,43.06,1.02,-12.50,90,2.62,92.0044
117090,14.59,13.84,176,2848,29.00,13.37,0.00,12.62,14.51,0.89,0.00,0,-2.18,42.11,1.00,-12.50,90,2.60,91.5558
117163,14.70,13.76,176,2845,29.50,13.38,0.00,12.48,14.12,0.86,0.00,0,-2.32,40.75,1.00,-12.50,90,2.58,91.1926
117236,14.81,13.84,176,2835,30.00,12.75,0.00,12.04,14.12,0.86,0.00,0,-2.61,40.34,1.00,-12.50,90,2.56,90.9821
117309,14.70,13.84,176,2833,30.50,12.70,0.00,11.90,13.73,0.83,0.00,0,-2.76,40.20,1.00,-12.50,90,2.56,90.6403
117382,14.70,13.84,176,2838,30.50,12.69,0.00,11.75,13.73,0.84,0.00,0,-2.90,38.43,0.98,-12.50,90,2.54,90.3229
117455,14.70,13.76,176,2824,31.50,12.11,0.00,11.46,13.33,0.81,0.00,0,-3.05,37.92,0.98,-12.50,90,2.52,90.0146
117529,14.70,13.84,176,2842,32.00,12.12,0.00,11.32,13.33,0.79,0.00,0,-3.34,37.05,0.98,-12.50,90,2.52,89.8132
117604,14.70,13.84,176,2846,32.00,12.14,0.00,11.32,13.33,0.79,0.00,0,-3.48,37.41,0.98,-12.50,90,2.52,89.5752
117675,14.81,13.84,176,2843,32.00,12.13,0.00,11.17,13.33,0.79,0.00,0,-3.63,36.93,0.98,-12.50,90,2.50,89.3402
117748,14.59,13.84,176,2829,32.00,11.54,0.00,11.03,13.33,0.77,0.00,0,-3.77,36.56,0.98,-12.50,90,2.50,89.1571
117821,14.70,13.84,176,2832,32.00,12.07,0.00,11.03,13.33,0.78,0.00,0,-3.77,36.44,0.96,-12.50,90,2.50,89.1205
117894,14.59,13.84,176,2833,32.50,11.48,0.00,10.88,13.33,0.77,0.00,0,-3.92,36.07,0.96,-12.50,90,2.50,89.0167
117967,14.70,13.76,176,2820,32.00,11.48,0.00,10.88,13.33,0.76,0.00,0,-3.92,36.21,0.98,-12.50,90,2.50,88.8214
118039,14.59,13.76,176,2840,32.00,11.43,0.00,10.74,13.33,0.77,0.00,0,-3.92,36.08,0.98,-14.06,90,2.50,88.7238
118114,14.81,13.76,176,2827,32.00,12.06,0.00,10.74,13.33,0.77,0.00,0,-4.06,36.80,0.98,-14.06,90,2.50,88.7573
118187,14.70,13.76,176,2826,32.00,11.45,0.00,10.74,13.33,0.77,0.00,0,-4.06,36.19,0.96,-14.06,90,2.50,88.6871
118260,14.70,13.76,176,2842,32.50,11.52,0.00,10.74,12.94,0.76,0.00,0,-4.06,35.84,0.98,-14.06,90,2.48,88.5986
118333,14.47,13.84,176,2836,32.50,11.50,0.00,10.74,13.33,0.76,0.00,0,-4.06,35.83,0.98,-14.06,90,2.50,88.6353
118405,14.81,13.76,176,2830,32.50,11.47,0.00,10.74,13.33,0.76,0.00,0,-4.06,35.84,0.98,-14.06,90,2.48,88.6749
118478,14.70,13.68,176,2827,32.50,11.47,0.00,10.74,13.33,0.77,0.00,0,-4.06,35.72,0.98,-14.06,90,2.50,88.7146
118553,14.81,13.76,176,2822,32.50,11.46,0.00,10.88,13.33,0.78,0.00,0,-4.06,36.08,0.98,-14.06,90,2.50,88.7726
