Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Sensor Voltage (V),A/F Learning #1 (%),Intake Air Temperature (F),Mass Airflow Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
608153,14.59,13.68,174,2738,38.50,7.01,0.00,6.67,8.24,0.47,0.00,0,-8.13,21.13,0.80,-15.62,88,2.14,77.2858
608226,14.59,13.76,174,2744,38.50,7.02,0.00,6.67,8.24,0.46,0.00,0,-8.13,20.95,0.80,-15.62,88,2.14,77.2675
608299,14.59,13.68,174,2742,38.50,7.02,0.00,6.67,8.24,0.46,0.00,0,-8.13,20.78,0.80,-15.62,88,2.14,77.3315
608372,14.59,13.68,174,2741,38.50,7.01,0.00,6.67,8.24,0.46,0.00,0,-8.13,21.14,0.80,-15.62,88,2.14,77.2705
608445,14.70,13.68,174,2739,38.50,7.02,0.00,6.67,8.24,0.47,0.00,0,-8.13,20.78,0.80,-15.62,88,2.14,77.2491
608518,14.70,13.76,174,2735,38.50,7.01,0.00,6.67,8.24,0.46,0.00,0,-8.13,21.13,0.80,-15.62,88,2.14,77.4384
608592,14.70,13.68,174,2744,38.50,7.00,0.00,6.67,8.24,0.46,0.00,0,-8.13,21.04,0.80,-15.62,88,2.14,77.3376
608665,14.59,13.76,174,2729,38.50,7.02,0.00,6.67,8.24,0.47,0.00,0,-8.13,21.14,0.82,-15.62,88,2.16,77.2797
608737,14.59,13.68,174,2735,38.50,7.00,0.00,6.67,8.24,0.47,0.00,0,-8.13,21.68,0.82,-15.62,88,2.16,77.4841
608810,14.59,13.76,174,2738,38.00,7.59,0.00,6.82,8.63,0.48,0.00,0,-7.98,22.05,0.82,-15.62,88,2.18,77.6886
608884,14.70,13.68,174,2724,38.00,7.55,0.00,6.96,9.02,0.50,0.00,0,-7.84,22.60,0.84,-15.62,88,2.18,77.9785
608957,14.59,13.76,174,2742,38.00,7.60,0.00,7.11,10.20,0.52,0.00,0,-7.69,23.46,0.88,-15.62,88,2.22,78.7415
609031,14.70,13.68,174,2736,37.50,8.16,0.00,7.40,10.20,0.57,0.00,0,-7.40,25.27,0.88,-15.62,88,2.26,79.7028
609103,14.59,13.68,174,2733,37.00,8.17,0.00,7.98,10.59,0.58,0.00,0,-7.11,25.88,0.88,-15.62,88,2.28,80.5298
609176,14.24,13.76,174,2728,36.50,8.75,0.00,8.13,10.98,0.60,0.00,0,-6.82,27.13,0.90,-15.62,88,2.30,81.2134
609248,14.24,13.68,174,2738,36.50,8.73,0.00,8.27,10.98,0.60,0.00,0,-6.67,27.55,0.90,-15.62,88,2.30,81.7139
609322,14.59,13.76,174,2730,36.00,8.76,0.00,8.27,11.37,0.61,0.00,0,-6.53,27.86,0.90,-15.62,88,2.32,82.0526
609395,14.59,13.68,174,2741,35.50,8.77,0.00,8.42,11.37,0.62,0.00,0,-6.53,28.17,0.92,-15.62,88,2.32,82.4005
609469,14.70,13.76,174,2728,35.50,9.31,0.00,8.56,11.37,0.63,0.00,0,-6.24,28.59,0.92,-15.62,88,2.34,82.6996
609541,14.70,13.76,174,2740,35.50,9.35,0.00,8.56,11.37,0.63,0.00,0,-6.24,28.58,0.92,-15.62,88,2.32,82.9651
609615,14.59,13.76,174,2734,35.50,9.33,0.00,8.71,11.76,0.64,0.00,0,-6.09,29.13,0.92,-15.62,88,2.34,83.4015
609688,14.70,13.76,174,2739,35.00,9.33,0.00,8.85,11.76,0.65,0.00,0,-5.95,29.46,0.92,-15.62,88,2.34,83.6029
609760,14.59,13.76,174,2733,35.00,9.35,0.00,9.00,11.76,0.65,0.00,0,-5.80,29.68,0.94,-15.62,88,2.34,83.9630
609833,14.70,13.68,174,2728,34.50,9.33,0.00,9.14,12.16,0.67,0.00,0,-5.80,30.13,0.94,-15.62,88,2.36,84.3872
609906,14.81,13.76,174,2722,34.50,9.89,0.00,9.14,12.16,0.67,0.00,0,-5.66,30.77,0.94,-15.62,88,2.38,84.5367
609979,14.70,13.76,174,2733,34.00,9.91,0.00,9.29,12.16,0.68,0.00,0,-5.66,30.99,0.94,-15.62,88,2.38,84.8297
610053,14.81,13.76,174,2728,34.00,9.89,0.00,9.43,12.55,0.69,0.00,0,-5.37,31.23,0.94,-15.62,88,2.38,85.0952
610125,14.70,13.76,174,2734,34.00,9.92,0.00,9.43,12.55,0.69,0.00,0,-5.37,31.22,0.94,-15.62,88,2.38,85.3088
610199,14.70,13.76,174,2729,34.00,9.90,0.00,9.58,12.55,0.70,0.00,0,-5.22,31.65,0.96,-15.62,88,2.40,85.5133
610272,14.81,13.68,174,2745,33.50,10.45,0.00,9.58,12.55,0.71,0.00,0,-5.22,31.76,0.96,-15.62,88,2.40,85.7391
610344,14.81,13.76,174,2726,34.00,9.96,0.00,9.72,12.55,0.70,0.00,0,-5.08,31.98,0.96,-15.62,88,2.40,85.9131
610418,14.81,13.76,174,2742,33.50,10.47,0.00,9.72,12.94,0.70,0.00,0,-5.08,32.09,0.96,-15.62,88,2.42,86.0352
610490,14.59,13.76,174,2732,33.50,9.94,0.00,9.87,12.94,0.71,0.00,0,-5.08,32.56,0.96,-15.62,88,2.42,86.2061
610563,14.81,13.76,174,2741,33.00,10.49,0.00,9.87,12.94,0.71,0.00,0,-4.93,32.33,0.96,-15.62,88,2.42,86.3770
610637,14.81,13.76,174,2738,33.00,10.51,0.00,9.87,12.94,0.72,0.00,0,-4.93,32.81,0.96,-15.62,88,2.44,86.4441
610709,14.81,13.68,174,2744,33.00,10.54,0.00,9.87,12.94,0.72,0.00,0,-4.93,33.06,0.96,-15.62,88,2.42,86.5234
610784,14.81,13.68,174,2745,33.00,10.54,0.00,10.01,12.94,0.72,0.00,0,-4.79,32.81,0.96,-15.62,88,2.42,86.6913
610856,14.59,13.76,174,2742,33.00,10.53,0.00,10.01,12.94,0.72,0.00,0,-4.79,33.05,0.96,-15.62,88,2.42,86.7188
610928,14.70,13.76,174,2748,33.00,10.55,0.00,10.01,12.94,0.72,0.00,0,-4.79,32.81,0.96,-15.62,88,2.42,86.7889
611001,14.70,13.68,174,2751,33.00,10.55,0.00,10.01,12.94,0.72,0.00,0,-4.79,33.29,0.96,-15.62,88,2.44,86.9049
611075,14.81,13.76,174,2751,33.00,10.56,0.00,10.16,12.94,0.73,0.00,0,-4.79,33.54,0.96,-15.62,88,2.44,86.9598
611149,14.70,13.68,174,2748,33.00,10.56,0.00,10.01,12.94,0.74,0.00,0,-4.64,33.54,0.96,-15.62,88,2.44,87.0056
611222,14.70,13.68,174,2757,33.00,10.59,0.00,10.16,12.94,0.73,0.00,0,-4.79,33.78,0.96,-15.62,88,2.44,87.1399
611294,14.59,13.76,174,2750,33.00,10.56,0.00,10.16,12.94,0.73,0.00,0,-4.64,33.78,0.96,-15.62,88,2.46,87.1246
611367,14.70,13.68,174,2763,33.00,10.61,0.00,10.16,12.94,0.73,0.00,0,-4.64,34.01,0.96,-15.62,88,2.44,87.1796
611440,14.59,13.76,174,2767,33.00,10.63,0.00,10.16,12.94,0.72,0.00,0,-4.64,33.42,0.96,-15.62,88,2.44,87.2589
611514,14.70,13.76,174,2776,33.00,10.62,0.00,10.16,12.94,0.74,0.00,0,-4.64,33.54,0.96,-15.62,88,2.44,87.2162
611586,14.70,13.76,174,2776,33.00,10.66,0.00,10.16,12.94,0.73,0.00,0,-4.64,33.66,0.96,-15.62,88,2.44,87.2864
611660,14.70,13.76,174,2786,33.00,10.66,0.00,10.16,12.94,0.73,0.00,0,-4.64,33.66,0.96,-15.62,88,2.44,87.2559
611732,14.59,13.76,174,2774,33.00,10.70,0.00,10.16,12.94,0.73,0.00,0,-4.64,33.67,0.96,-15.62,88,2.44,87.2345
611806,14.59,13.68,174,2782,33.00,10.65,0.00,10.16,12.94,0.73,0.00,0,-4.64,33.66,0.96,-15.62,88,2.46,87.2772
611879,14.59,13.76,174,2783,33.00,10.69,0.00,10.16,12.94,0.74,0.00,0,-4.64,33.90,0.96,-15.62,88,2.44,87.2803
611953,14.81,13.68,174,2784,33.00,10.69,0.00,10.16,12.94,0.73,0.00,0,-4.64,33.65,0.96,-15.62,88,2.44,87.3077
612026,14.70,13.76,174,2794,33.00,10.73,0.00,10.16,12.94,0.73,0.00,0,-4.64,33.90,0.96,-15.62,88,2.44,87.3016
612099,14.70,13.76,174,2786,33.00,10.70,0.00,10.30,12.94,0.73,0.00,0,-4.50,33.90,0.96,-15.62,88,2.44,87.3810
612172,14.81,13.76,174,2792,33.00,10.73,0.00,10.16,12.94,0.73,0.00,0,-4.64,34.01,0.96,-15.62,88,2.46,87.4512
612244,14.70,13.76,174,2795,33.00,10.72,0.00,10.16,12.94,0.74,0.00,0,-4.50,34.27,0.96,-15.62,88,2.46,87.3566
612317,14.70,13.68,174,2793,33.00,10.73,0.00,10.16,12.94,0.73,0.00,0,-4.64,34.03,0.96,-15.62,88,2.46,87.4298
612391,14.59,13.76,174,2788,33.00,10.73,0.00,10.30,12.94,0.73,0.00,0,-4.64,34.01,0.96,-15.62,88,2.44,87.4634
612465,14.70,13.68,174,2790,33.00,10.71,0.00,10.16,12.94,0.74,0.00,0,-4.50,33.90,0.96,-15.62,88,2.44,87.3932
612536,14.59,13.76,174,2795,33.00,10.73,0.00,10.30,12.94,0.73,0.00,0,-4.64,34.01,0.96,-15.62,88,2.44,87.3383
612611,14.70,13.76,174,2793,33.00,11.32,0.00,10.30,12.94,0.74,0.00,0,-4.50,34.63,0.96,-15.62,88,2.46,87.4298
612683,14.70,13.76,174,2802,33.00,10.76,0.00,10.30,12.94,0.73,0.00,0,-4.50,34.01,0.96,-15.62,88,2.46,87.4268
612756,14.59,13.68,174,2798,33.00,10.73,0.00,10.30,12.94,0.72,0.00,0,-4.50,34.01,0.96,-15.62,88,2.44,87.3962
612828,14.70,13.76,174,2802,33.00,10.75,0.00,10.30,12.94,0.74,0.00,0,-4.50,34.01,0.96,-15.62,88,2.46,87.3810
612903,14.59,13.76,174,2812,33.00,10.76,0.00,10.16,12.94,0.72,0.00,0,-4.64,34.01,0.96,-15.62,88,2.46,87.3871
612976,14.47,13.76,174,2818,33.00,10.80,0.00,9.87,11.37,0.70,0.00,0,-4.64,31.54,0.92,-15.62,88,2.40,86.9232
613049,14.59,13.76,174,2814,34.50,10.22,0.00,9.43,10.20,0.67,0.00,0,-4.93,29.24,0.88,-15.62,88,2.34,85.9863
613122,14.59,13.76,174,2818,35.50,9.62,0.00,8.85,9.41,0.64,0.00,0,-5.37,27.34,0.84,-15.62,88,2.28,84.4940
613195,14.59,13.76,174,2818,36.50,8.42,0.00,8.42,8.63,0.59,0.00,0,-6.38,25.47,0.82,-15.62,88,2.24,82.8461
613268,14.13,13.84,174,2816,38.00,8.41,0.00,7.98,8.24,0.55,0.00,0,-6.82,23.94,0.82,-15.62,88,2.22,81.4148
613340,14.13,13.76,174,2822,38.00,7.83,0.00,7.69,7.84,0.49,0.00,0,-7.11,22.31,0.80,-15.62,88,2.18,80.2673
613414,14.47,13.76,174,2807,38.50,7.20,0.00,7.25,7.45,0.47,0.00,0,-7.55,21.22,0.78,-15.62,88,2.16,79.2816
613487,14.81,13.84,174,2811,38.50,7.19,0.00,6.67,7.06,0.45,0.00,0,-7.84,20.04,0.76,-15.62,88,2.10,78.1372
613560,14.81,13.84,174,2807,39.00,6.60,0.00,6.53,6.67,0.41,0.00,0,-8.13,19.26,0.76,-15.62,88,2.08,77.4078
613633,14.70,13.76,174,2807,39.00,6.59,0.00,6.24,6.27,0.40,0.00,0,-8.27,17.66,0.74,-15.62,88,2.04,76.5320
613706,14.81,13.76,174,2809,39.00,6.59,0.00,6.09,5.10,0.37,0.00,0,-8.56,16.85,0.70,-15.62,88,2.02,75.7507
613780,15.27,13.76,174,2797,38.00,5.97,0.00,5.66,4.31,0.35,0.00,0,-8.71,15.13,0.68,-15.62,88,1.94,74.2645
613853,15.27,13.84,174,2818,37.00,5.41,0.00,5.22,3.53,0.32,0.00,0,-9.58,13.73,0.66,-15.62,88,1.90,73.1171
613926,15.16,13.84,174,2807,36.00,4.79,0.00,5.08,3.53,0.29,0.00,0,-9.72,13.20,0.66,-15.62,88,1.88,72.0520
613999,14.59,13.84,174,2800,35.50,4.78,0.00,4.79,3.14,0.28,0.00,0,-10.01,12.96,0.66,-15.62,88,1.86,72.0184
614072,14.70,13.84,174,2804,35.50,4.77,0.00,4.79,3.14,0.27,0.00,0,-10.01,12.70,0.64,-15.62,88,1.84,71.9910
614145,15.50,13.84,174,2806,35.50,4.79,0.00,4.50,3.14,0.27,0.00,0,-10.16,12.47,0.64,-15.62,88,1.86,71.9879
614219,15.85,13.76,174,2812,35.50,4.79,0.00,4.50,2.75,0.26,0.00,0,-10.30,11.82,0.64,-15.62,88,1.82,72.0490
614292,15.62,13.76,174,2798,35.00,4.80,0.00,4.35,2.75,0.26,0.00,0,-10.30,11.88,0.62,-15.62,88,1.82,71.9604
614365,15.16,13.76,174,2790,35.00,4.76,0.00,4.35,1.96,0.25,0.00,0,-10.45,11.66,0.62,-15.62,88,1.80,71.9727
614437,14.93,13.76,174,2778,34.00,4.74,0.00,4.21,1.18,0.23,0.00,0,-10.45,10.86,0.58,-15.62,88,1.76,71.9696
614510,14.70,13.84,174,2762,34.00,0.00,0.00,3.92,0.00,0.23,0.00,0,-10.88,10.14,0.54,-15.62,88,1.70,71.9055
614583,14.47,13.84,174,2748,32.00,0.00,0.00,3.77,0.00,0.21,0.00,0,-11.03,8.86,0.54,-15.62,88,1.66,71.9238
614656,14.81,13.84,174,2783,29.50,0.00,0.00,3.63,0.00,0.18,0.00,0,-11.17,8.60,0.54,-15.62,88,1.64,71.9208
614729,15.85,13.84,174,2766,27.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.91,0.54,-15.62,88,1.66,71.9208
614803,18.38,13.84,174,2756,25.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.52,0.54,-15.62,88,1.64,71.9177
614876,20.44,13.84,174,2754,22.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.69,0.54,-15.62,88,1.64,71.9025
614950,24.12,13.84,174,2752,20.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.65,0.54,-15.62,88,1.64,71.9055
615022,25.38,13.84,174,2746,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.73,0.54,-15.62,88,1.66,71.9055
615096,25.38,13.84,174,2746,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.69,0.54,-15.62,88,1.66,71.8628
615169,25.27,13.84,174,2737,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.69,0.54,-15.62,88,1.64,71.8658
615242,23.66,13.84,174,2737,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.74,0.54,-15.62,88,1.64,71.8719
615315,23.89,13.76,174,2730,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.65,0.54,-15.62,88,1.64,71.8201
615388,23.89,13.76,174,2722,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.51,0.54,-15.62,88,1.64,71.8445
615461,24.00,13.84,174,2718,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.69,0.54,-15.62,88,1.64,71.8323
615534,23.89,13.76,174,2712,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.64,0.54,-15.62,88,1.64,71.7804
615607,23.89,13.84,174,2711,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.52,0.54,-15.62,88,1.64,71.8140
615680,23.66,13.76,174,2705,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.64,0.54,-15.62,88,1.64,71.7957
615753,23.89,13.84,174,2702,17.00,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.47,0.54,-15.62,88,1.64,71.7560
615825,23.77,13.76,174,2709,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.47,0.54,-15.62,88,1.64,71.7438
615899,23.77,13.84,174,2709,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.52,0.54,-15.62,90,1.64,71.7590
615972,24.12,13.76,174,2702,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.47,0.54,-15.62,90,1.64,71.7285
616045,24.00,13.76,174,2696,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.47,0.54,-15.62,90,1.64,71.7194
616118,23.77,13.84,174,2692,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.44,0.54,-15.62,90,1.64,71.7407
616191,23.77,13.84,174,2686,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.47,0.54,-15.62,90,1.64,71.7102
616264,23.77,13.84,174,2679,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.39,0.54,-15.62,90,1.64,71.6705
616336,23.89,13.84,174,2665,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.36,0.54,-15.62,90,1.62,71.6614
616411,24.12,13.84,174,2662,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.39,0.54,-15.62,90,1.62,71.6797
616483,23.77,13.84,174,2660,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.44,0.54,-15.62,90,1.64,71.6766
616556,23.77,13.84,174,2658,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.35,0.54,-15.62,90,1.62,71.6370
616630,23.54,13.84,174,2648,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.17,8.31,0.54,-15.62,90,1.62,71.6309
616702,23.77,13.84,174,2658,16.50,0.00,0.00,3.48,0.00,0.19,0.00,0,-11.32,8.31,0.54,-15.62,90,1.62,71.6492
616775,23.77,13.84,174,2656,16.50,0.00,0.00,3.48,0.00,0.19,0.00,0,-11.32,8.23,0.54,-15.62,90,1.62,71.6248
616848,23.43,13.84,174,2647,16.50,0.00,0.00,3.63,0.00,0.19,0.00,0,-11.32,8.27,0.54,-15.62,90,1.62,71.5942
616922,23.77,13.84,174,2649,16.50,0.00,0.00,3.48,0.00,0.19,0.00,0,-11.17,8.23,0.54,-15.62,90,1.62,71.5912
616995,23.66,13.84,174,2631,16.50,0.00,0.00,3.48,0.00,0.19,0.00,0,-11.32,8.23,0.54,-15.62,90,1.62,71.6003
617069,23.89,13.84,174,2628,16.50,0.00,0.00,3.48,0.00,0.19,0.00,0,-11.32,8.14,0.54,-15.62,90,1.62,71.5942
617141,23.66,13.84,174,2618,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,8.11,0.54,-15.62,90,1.62,71.5790
617214,23.66,13.84,174,2560,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,8.06,0.54,-15.62,90,1.60,71.5363
617288,23.66,13.84,174,2622,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.94,0.54,-15.62,90,1.60,71.5271
617361,23.89,13.84,174,2617,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.90,0.54,-15.62,90,1.60,71.5363
617433,23.66,13.84,174,2611,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.74,0.54,-15.62,90,1.60,71.5363
617506,23.66,13.84,174,2598,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.74,0.54,-15.62,90,1.58,71.5240
617581,23.89,13.84,174,2595,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.66,0.54,-15.62,90,1.58,71.4844
617653,24.00,13.84,174,2592,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.65,0.54,-15.62,90,1.58,71.4783
617725,23.66,13.84,174,2598,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.57,0.54,-15.62,90,1.58,71.4569
617800,23.89,13.84,174,2595,16.50,0.00,0.00,3.34,0.00,0.18,0.00,0,-11.46,7.66,0.54,-15.62,90,1.58,71.4813
617872,23.77,13.84,174,2575,16.50,0.00,0.00,3.34,0.00,0.18,0.00,0,-11.46,7.70,0.54,-15.62,90,1.58,71.4722
617944,23.66,13.84,174,2568,16.50,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.74,0.54,-15.62,90,1.60,71.4691
618018,23.54,13.84,174,2577,16.00,0.00,0.00,3.48,0.00,0.18,0.00,0,-11.32,7.82,0.56,-15.62,90,1.60,71.4447
618091,23.89,13.84,174,2573,16.50,0.00,0.00,3.48,0.39,0.18,0.00,0,-11.32,7.98,0.56,-15.62,90,1.60,71.4050
618164,23.89,13.84,174,2569,16.50,0.00,0.00,3.48,0.39,0.19,0.00,0,-11.32,8.19,0.56,-15.62,90,1.62,71.3867
618237,23.77,13.84,174,2555,16.00,0.00,0.00,3.48,0.78,0.19,0.00,0,-11.32,8.39,0.58,-15.62,90,1.64,71.3867
618310,23.89,13.84,174,2554,16.00,0.00,0.00,3.63,1.18,0.20,0.00,0,-11.17,8.69,0.58,-15.62,90,1.64,71.3806
618384,23.54,13.84,174,2560,17.00,3.82,0.00,3.77,1.57,0.21,0.00,0,-11.03,9.00,0.60,-15.62,90,1.66,71.3898
618456,23.77,13.84,174,2552,20.00,3.82,0.00,3.77,1.96,0.22,0.00,0,-11.03,9.39,0.62,-15.62,90,1.68,71.4050
618529,23.89,13.84,174,2534,21.50,3.81,0.00,3.92,2.75,0.24,0.00,0,-10.88,9.83,0.62,-15.62,90,1.72,71.3654
618602,23.66,13.76,174,2535,24.50,4.33,0.00,3.92,2.75,0.25,0.00,0,-10.88,10.46,0.64,-15.62,90,1.74,71.3898
618674,23.20,13.84,174,2548,27.00,4.33,0.00,3.92,3.14,0.25,0.00,0,-10.88,10.77,0.64,-15.62,90,1.76,71.3287
618748,21.36,13.76,174,2528,30.00,4.35,0.00,4.06,4.31,0.26,0.00,0,-10.88,11.56,0.70,-15.62,90,1.82,71.3043
618821,18.26,13.84,174,2552,36.00,4.90,0.00,4.35,5.49,0.30,0.00,0,-10.74,13.31,0.72,-15.62,90,1.90,71.3776
618894,16.65,13.76,174,2549,36.50,5.44,0.00,4.79,5.88,0.34,0.00,0,-10.01,14.68,0.74,-15.62,90,1.94,71.3715
618967,17.00,13.84,174,2558,37.50,5.46,0.00,5.08,6.27,0.36,0.00,0,-9.72,15.54,0.74,-15.62,90,1.98,71.3928
619040,14.81,13.76,174,2510,38.00,5.36,0.00,5.22,6.27,0.39,0.00,0,-9.58,16.22,0.76,-15.62,90,1.98,72.0154
619113,14.59,13.76,174,2546,38.00,5.40,0.00,5.51,6.67,0.39,0.00,0,-9.29,16.09,0.76,-15.62,90,2.00,72.8455
619186,14.47,13.84,174,2480,38.00,5.43,0.00,5.66,6.67,0.39,0.00,0,-9.14,16.84,0.78,-15.62,90,2.02,73.2117
619260,14.81,13.76,174,2541,38.00,5.82,0.00,5.95,7.06,0.42,0.00,0,-9.14,17.51,0.78,-15.62,90,2.04,73.8129
619333,15.04,13.84,174,2520,38.00,5.96,0.00,5.95,7.45,0.42,0.00,0,-8.85,18.27,0.78,-15.62,90,2.06,74.2340
619406,15.04,13.76,174,2521,38.00,5.91,0.00,6.24,7.45,0.44,0.00,0,-8.85,18.57,0.78,-15.62,90,2.08,74.8077
619480,14.93,13.84,174,2499,38.00,6.40,0.00,6.24,7.45,0.45,0.00,0,-8.56,18.87,0.80,-15.62,90,2.08,75.0122
619552,14.59,13.84,174,2544,38.00,5.97,0.00,6.38,7.84,0.45,0.00,0,-8.42,18.72,0.80,-15.62,90,2.08,75.5066
619625,14.70,13.84,174,2518,38.00,6.44,0.00,6.38,7.84,0.46,0.00,0,-8.42,19.10,0.80,-15.62,90,2.08,75.6744
619698,14.70,13.76,174,2521,38.00,6.45,0.00,6.53,7.84,0.45,0.00,0,-8.27,19.42,0.80,-15.62,90,2.10,76.0529
619771,14.93,13.84,174,2474,38.00,6.39,0.00,6.53,7.84,0.47,0.00,0,-8.27,19.50,0.80,-15.62,90,2.10,76.2238
619844,15.16,13.84,174,2516,38.00,6.50,0.00,6.67,7.84,0.46,0.00,0,-8.13,19.33,0.80,-15.62,90,2.10,76.3458
619918,15.16,13.84,174,2504,38.00,6.44,0.00,6.67,8.24,0.47,0.00,0,-8.13,20.04,0.80,-15.62,90,2.12,76.7273
619990,15.04,13.84,174,2521,38.00,6.94,0.00,6.82,8.24,0.48,0.00,0,-8.13,20.32,0.80,-15.62,90,2.12,76.7242
620064,14.70,13.84,174,2516,38.00,6.44,0.00,6.82,8.24,0.48,0.00,0,-7.98,19.86,0.80,-15.62,90,2.12,76.9409
620137,14.70,13.84,174,2523,38.00,6.46,0.00,6.82,8.24,0.48,0.00,0,-7.98,20.14,0.80,-15.62,90,2.12,77.0294
620210,14.70,13.76,174,2506,38.00,6.95,0.00,6.82,8.24,0.48,0.00,0,-7.98,20.23,0.80,-15.62,90,2.12,77.0752
620283,14.93,13.84,174,2502,38.00,6.94,0.00,6.82,8.24,0.49,0.00,0,-7.98,20.41,0.82,-15.62,90,2.12,77.1149
620356,14.81,13.76,174,2516,38.00,6.99,0.00,6.82,8.24,0.49,0.00,0,-7.98,20.32,0.82,-15.62,90,2.14,77.2278
620429,14.81,13.84,174,2515,38.00,6.98,0.00,6.96,8.24,0.50,0.00,0,-7.84,20.68,0.82,-15.62,90,2.12,77.3071
620503,14.70,13.84,174,2508,38.00,6.44,0.00,6.96,8.24,0.48,0.00,0,-7.84,20.23,0.82,-15.62,90,2.12,77.3071
620576,14.59,13.84,174,2510,38.00,6.96,0.00,6.96,8.24,0.48,0.00,0,-7.84,20.23,0.82,-15.62,90,2.12,77.4536
620649,14.70,13.76,174,2510,38.00,6.96,0.00,6.96,8.24,0.50,0.00,0,-7.84,20.68,0.82,-15.62,90,2.14,77.3010
620721,14.93,13.84,174,2516,38.00,6.98,0.00,6.96,8.24,0.49,0.00,0,-7.84,20.95,0.82,-15.62,90,2.14,77.5482
620795,14.70,13.84,174,2510,38.00,6.96,0.00,6.96,8.24,0.49,0.00,0,-7.84,20.78,0.82,-15.62,90,2.14,77.5879
620869,14.59,13.84,174,2504,38.00,6.94,0.00,7.11,8.24,0.50,0.00,0,-7.69,20.87,0.82,-15.62,90,2.14,77.6154
620941,14.70,13.76,174,2526,38.00,7.00,0.00,7.11,8.63,0.49,0.00,0,-7.69,20.68,0.82,-15.62,90,2.12,77.6794
621015,14.81,13.84,174,2510,38.00,6.95,0.00,7.11,8.63,0.50,0.00,0,-7.69,20.95,0.82,-15.62,90,2.14,77.8809
621087,14.81,13.84,174,2520,38.00,6.96,0.00,7.11,8.63,0.50,0.00,0,-7.69,21.22,0.82,-15.62,90,2.14,77.8534
621160,14.81,13.84,174,2521,38.00,6.99,0.00,7.25,8.63,0.52,0.00,0,-7.69,21.32,0.82,-15.62,90,2.14,78.1128
621233,14.81,13.76,174,2508,38.00,6.99,0.00,7.25,8.63,0.51,0.00,0,-7.55,21.69,0.82,-15.62,90,2.14,78.1647
621307,14.70,13.76,174,2506,38.00,6.96,0.00,7.25,8.63,0.52,0.00,0,-7.55,21.59,0.82,-15.62,90,2.16,78.3386
621379,14.70,13.84,174,2516,38.00,6.98,0.00,7.25,8.63,0.52,0.00,0,-7.55,21.69,0.82,-15.62,90,2.16,78.4851
621452,14.59,13.76,174,2505,37.50,7.48,0.00,7.25,8.63,0.53,0.00,0,-7.55,22.05,0.82,-15.62,90,2.16,78.4668
