Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
675175,-14.06,15.04,13.68,174,0.35,992,0.00,12.50,2.12,90,0.00,0,5.80,-8.85,5.78,1.46,0.00,0.54,68.2892
675247,-14.06,15.27,13.68,174,0.35,995,0.00,12.50,2.12,90,0.00,0,5.80,-8.85,5.78,1.46,0.00,0.54,68.2770
675320,-14.06,15.04,13.68,174,0.34,996,0.00,12.50,2.12,90,0.00,0,5.80,-8.85,5.72,1.46,0.00,0.54,68.2892
675394,-14.06,15.27,13.68,174,0.34,1000,0.00,12.00,2.13,90,0.00,0,5.66,-9.00,5.65,1.44,0.00,0.54,68.1610
675466,-14.06,15.04,13.60,174,0.34,994,0.00,13.00,2.12,90,0.00,0,5.66,-9.00,5.63,1.44,0.00,0.54,67.9382
675539,-14.06,15.04,13.68,174,0.34,984,0.00,14.00,2.09,90,0.00,0,5.66,-9.00,5.59,1.44,0.00,0.54,67.9474
675613,-14.06,14.93,13.68,174,0.34,977,0.00,15.50,2.10,88,0.00,0,5.66,-9.00,5.59,1.44,0.00,0.54,67.9535
675685,-14.06,14.93,13.68,174,0.34,982,0.00,14.50,2.08,88,0.00,0,5.66,-9.00,5.63,1.44,0.00,0.54,67.9138
675758,-14.06,14.93,13.68,174,0.35,972,0.00,15.50,2.07,88,0.00,0,5.66,-9.00,5.65,1.46,0.00,0.54,67.8589
675832,-14.06,15.04,13.68,174,0.35,980,0.00,15.50,2.09,88,0.00,0,5.66,-9.00,5.63,1.44,0.00,0.54,67.8345
675904,-14.06,14.81,13.68,174,0.35,976,0.00,15.00,2.08,88,0.00,0,5.66,-9.00,5.63,1.44,0.00,0.54,67.8925
675977,-14.06,14.93,13.68,174,0.34,985,0.00,14.00,2.10,88,0.00,0,5.66,-9.00,5.52,1.42,0.00,0.54,67.9535
676051,-14.06,14.70,13.68,174,0.33,985,0.00,14.00,2.10,88,0.00,0,5.66,-9.00,5.46,1.44,0.00,0.54,67.9077
676123,-14.06,14.81,13.68,174,0.33,975,0.00,15.50,2.10,88,0.00,0,5.66,-9.00,5.40,1.44,0.00,0.54,67.7765
676196,-14.06,14.59,13.68,174,0.33,976,0.00,15.00,1.87,88,0.00,0,5.66,-9.00,5.37,1.44,0.00,0.54,67.6056
676269,-14.06,14.70,13.76,174,0.34,966,0.00,16.00,1.87,88,0.00,0,5.66,-9.14,5.40,1.44,0.00,0.54,67.5690
676342,-14.06,14.70,13.68,174,0.34,961,0.00,15.50,2.06,88,0.00,0,5.51,-9.00,5.46,1.44,0.00,0.54,67.6910
676414,-14.06,14.70,13.68,174,0.34,967,0.00,15.50,2.06,88,0.00,0,5.66,-9.00,5.43,1.42,0.00,0.54,67.7216
676488,-14.06,14.81,13.68,174,0.34,959,0.00,16.50,2.05,88,0.00,0,5.66,-9.00,5.40,1.42,0.00,0.54,67.6880
676561,-14.06,14.81,13.68,174,0.33,965,0.00,15.50,2.06,88,0.00,0,5.66,-9.00,5.37,1.42,0.00,0.54,67.5903
676634,-14.06,14.81,13.68,174,0.33,960,0.00,16.00,2.05,88,0.00,0,5.51,-9.14,5.30,1.42,0.00,0.54,67.5903
676707,-14.06,14.70,13.68,174,0.33,964,0.00,15.50,2.06,88,0.00,0,5.51,-9.14,5.30,1.42,0.00,0.54,67.4500
676780,-14.06,14.81,13.68,174,0.33,955,0.00,16.50,1.83,88,0.00,0,5.51,-9.14,5.24,1.42,0.00,0.54,67.4408
676853,-14.06,14.70,13.68,174,0.33,941,0.00,17.50,1.83,88,0.00,0,5.51,-9.14,5.24,1.42,0.00,0.54,67.3553
676927,-14.06,14.70,13.68,174,0.34,941,0.00,17.50,2.01,88,0.00,0,5.51,-9.14,5.24,1.42,0.00,0.54,67.3889
677000,-14.06,14.70,13.68,174,0.34,940,0.00,17.50,2.01,88,0.00,0,5.51,-9.00,5.30,1.42,0.00,0.54,67.4377
677073,-14.06,14.59,13.68,174,0.34,941,0.00,17.50,2.01,88,0.00,0,5.66,-9.00,5.27,1.42,0.00,0.54,67.4438
677145,-14.06,14.47,13.68,174,0.33,950,0.00,16.50,1.82,88,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.4805
677218,-14.06,14.59,13.68,174,0.33,944,0.00,16.50,1.81,88,0.00,0,5.66,-9.00,5.11,1.40,0.00,0.54,67.2852
677292,-14.06,14.47,13.68,174,0.33,936,0.00,17.50,1.80,88,0.00,0,5.51,-9.14,5.05,1.40,0.00,0.54,67.3096
677364,-14.06,14.59,13.60,174,0.33,938,0.00,17.00,1.80,88,0.00,0,5.66,-9.14,5.14,1.40,0.00,0.54,67.2455
677436,-14.06,14.47,13.68,174,0.33,934,0.00,17.00,1.99,88,0.00,0,5.51,-9.00,5.14,1.40,0.00,0.54,67.3004
677510,-14.06,14.59,13.60,174,0.33,930,0.00,17.00,1.79,88,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.3004
677584,-14.06,14.59,13.68,174,0.33,931,0.00,17.00,1.99,88,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1783
677655,-14.06,14.47,13.60,174,0.34,926,0.00,17.50,1.99,88,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.2363
677729,-14.06,14.59,13.68,174,0.33,929,0.00,16.50,1.98,88,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.2241
677802,-14.06,14.47,13.68,174,0.34,922,0.00,17.50,1.97,88,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1844
677875,-14.06,14.70,13.60,174,0.33,923,0.00,17.00,1.97,88,0.00,0,5.66,-9.00,5.11,1.40,0.00,0.54,67.2089
677947,-14.06,14.47,13.68,174,0.34,919,0.00,17.50,1.96,88,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.1967
678021,-14.06,14.59,13.60,174,0.34,918,0.00,17.50,1.96,88,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.1417
678094,-14.06,14.36,13.68,174,0.34,919,0.00,16.50,1.95,88,0.00,0,5.66,-9.00,5.18,1.42,0.00,0.54,67.2455
678167,-14.06,14.59,13.60,174,0.34,915,0.00,17.00,1.96,88,0.00,0,5.66,-9.00,5.21,1.42,0.00,0.54,67.1936
678240,-14.06,14.59,13.68,174,0.34,921,0.00,16.00,1.95,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.1967
678313,-14.06,14.47,13.60,174,0.33,921,0.00,16.00,1.77,90,0.00,0,5.66,-9.00,5.08,1.40,0.00,0.54,67.2089
678385,-14.06,14.59,13.68,174,0.33,924,0.00,15.50,1.77,90,0.00,0,5.66,-9.00,5.11,1.40,0.00,0.54,67.1356
678459,-14.06,14.47,13.68,174,0.33,920,0.00,16.00,1.77,90,0.00,0,5.66,-9.00,5.11,1.40,0.00,0.54,67.1204
678532,-14.06,14.59,13.68,174,0.33,910,0.00,16.50,1.94,90,0.00,0,5.66,-9.00,5.08,1.40,0.00,0.54,67.0074
678605,-14.06,14.47,13.68,174,0.34,903,0.00,17.50,1.93,90,0.00,0,5.66,-9.00,5.08,1.40,0.00,0.54,67.0380
678678,-14.06,14.59,13.60,174,0.35,899,0.00,17.50,1.93,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.0288
678750,-14.06,14.47,13.68,174,0.35,900,0.00,17.50,1.92,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.0654
678824,-14.06,14.59,13.60,174,0.35,900,0.00,17.00,1.92,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.1021
678897,-14.06,14.70,13.68,174,0.35,908,0.00,16.00,1.92,88,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.0898
678970,-14.06,14.47,13.60,174,0.35,909,0.00,15.50,1.94,88,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1936
679043,-14.06,14.59,13.68,174,0.34,912,0.00,15.50,1.95,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1051
679116,-14.06,14.36,13.68,174,0.34,910,0.00,15.50,1.94,90,0.00,0,5.66,-9.00,5.11,1.40,0.00,0.54,67.1936
679189,-14.06,14.59,13.68,174,0.34,909,0.00,15.50,1.75,90,0.00,0,5.66,-9.00,5.08,1.40,0.00,0.54,67.0990
679262,-14.06,14.36,13.68,174,0.34,908,0.00,15.50,1.94,90,0.00,0,5.66,-9.00,5.11,1.40,0.00,0.54,67.1478
679335,-14.06,14.47,13.68,174,0.34,906,0.00,16.50,1.93,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1661
679408,-14.06,14.36,13.68,174,0.34,906,0.00,15.50,1.93,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.1631
679482,-14.06,14.47,13.68,174,0.34,896,0.00,16.50,1.93,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1234
679554,-14.06,14.47,13.68,174,0.34,900,0.00,16.00,1.91,90,0.00,0,5.66,-9.00,5.08,1.40,0.00,0.54,67.1326
679627,-14.06,14.59,13.68,174,0.35,898,0.00,16.00,1.92,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2089
679700,-14.06,14.47,13.68,174,0.34,910,0.00,15.00,1.94,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.1967
679774,-14.06,14.47,13.68,174,0.33,908,0.00,15.00,1.94,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.3004
679846,-14.06,14.59,13.68,174,0.33,918,0.00,14.00,1.76,90,0.00,0,5.66,-9.00,5.08,1.40,0.00,0.54,67.0868
679920,-14.06,14.59,13.68,174,0.34,902,0.00,15.50,1.73,90,0.00,0,5.66,-9.00,5.08,1.40,0.00,0.54,67.2058
679992,-14.06,14.59,13.68,174,0.34,904,0.00,15.50,1.74,90,0.00,0,5.66,-9.00,5.08,1.42,0.00,0.54,67.1417
680065,-14.06,14.70,13.68,174,0.34,909,0.00,15.00,1.93,90,0.00,0,5.66,-9.00,5.11,1.40,0.00,0.54,67.1539
680138,-14.06,14.70,13.68,174,0.34,904,0.00,15.50,1.94,90,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.1234
680212,-14.06,14.70,13.68,174,0.34,904,0.00,15.50,1.93,90,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.1417
680284,-14.06,14.81,13.68,174,0.34,896,0.00,16.00,1.91,90,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.0380
680357,-14.06,14.93,13.76,174,0.35,897,0.00,16.00,1.91,90,0.00,0,5.66,-9.00,5.21,1.42,0.00,0.54,67.0105
680429,-14.06,14.93,13.68,174,0.34,892,0.00,16.50,1.90,90,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.0685
680503,-14.06,14.81,13.76,174,0.35,894,0.00,16.00,1.91,90,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.0807
680575,-14.06,14.93,13.60,174,0.35,895,0.00,16.00,1.91,90,0.00,0,5.66,-9.00,5.21,1.42,0.00,0.54,67.1204
680650,-14.06,14.81,13.68,174,0.35,892,0.00,16.00,1.92,90,0.00,0,5.66,-9.00,5.18,1.42,0.00,0.54,67.1936
680722,-14.06,14.81,13.60,174,0.34,901,0.00,15.00,1.90,90,0.00,0,5.66,-9.00,5.21,1.42,0.00,0.54,67.2363
680795,-14.06,14.81,13.68,174,0.35,902,0.00,15.00,1.92,90,0.00,0,5.66,-9.00,5.21,1.42,0.00,0.54,67.2485
680868,-14.06,14.70,13.60,174,0.34,910,0.00,14.00,1.94,90,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.3065
680942,-14.06,14.70,13.60,174,0.34,902,0.00,15.00,1.92,90,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.1967
681014,-14.06,14.59,13.68,174,0.34,901,0.00,15.00,1.92,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.0593
681087,-14.06,14.70,13.60,174,0.34,893,0.00,16.00,1.90,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.1295
681159,-14.06,14.59,13.68,174,0.35,899,0.00,15.50,1.92,90,0.00,0,5.66,-9.00,5.21,1.42,0.00,0.54,67.0654
681233,-14.06,14.81,13.60,174,0.35,900,0.00,15.00,1.91,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.1295
681305,-14.06,14.70,13.60,174,0.35,900,0.00,15.00,1.92,90,0.00,0,5.66,-9.00,5.24,1.40,0.00,0.54,67.1661
681379,-14.06,14.70,13.60,174,0.35,906,0.00,14.00,1.92,90,0.00,0,5.66,-9.00,5.27,1.40,0.00,0.54,67.2058
681452,-14.06,14.70,13.68,174,0.34,902,0.00,15.00,1.93,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1936
681525,-14.06,14.59,13.60,174,0.34,906,0.00,14.50,1.93,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2485
681598,-14.06,14.59,13.60,174,0.35,904,0.00,14.50,1.93,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2546
681671,-14.06,14.59,13.68,174,0.34,909,0.00,14.00,1.94,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.2760
681743,-14.06,14.59,13.60,174,0.35,905,0.00,15.00,1.93,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2974
681818,-14.06,14.59,13.68,174,0.34,915,0.00,14.00,1.95,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1814
681891,-14.06,14.59,13.60,174,0.34,906,0.00,15.00,1.93,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.1997
681963,-14.06,14.59,13.68,174,0.34,894,0.00,16.00,1.93,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.0441
682035,-14.06,14.59,13.68,174,0.34,907,0.00,14.50,1.91,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2089
682109,-14.06,14.70,13.68,174,0.34,902,0.00,14.00,1.93,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2089
682181,-14.06,14.70,13.68,174,0.34,907,0.00,14.50,1.93,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2607
682254,-14.06,14.81,13.68,174,0.34,907,0.00,14.00,1.93,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2668
682327,-14.06,14.81,13.68,174,0.34,912,0.00,14.00,1.95,90,0.00,0,5.66,-9.00,5.21,1.40,0.00,0.54,67.2791
682402,-14.06,14.81,13.60,174,0.34,906,0.00,14.00,1.93,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.2028
682473,-14.06,14.81,13.68,174,0.34,909,0.00,14.50,1.94,90,0.00,0,5.66,-9.00,5.14,1.40,0.00,0.54,67.1265
682546,-14.06,14.81,13.68,174,0.35,906,0.00,15.00,1.95,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.1875
682620,-14.06,14.81,13.68,174,0.34,910,0.00,14.50,1.93,90,0.00,0,5.66,-9.00,5.18,1.40,0.00,0.54,67.0563
682693,-14.06,14.70,13.68,174,0.34,901,0.00,15.50,1.94,90,0.00,0,5.66,-9.00,5.14,1.42,0.00,0.54,67.1143
682766,-14.06,14.81,13.68,174,0.34,904,0.00,15.50,1.93,90,0.00,0,5.66,-9.00,5.18,1.42,0.00,0.54,67.0166
682838,-14.06,14.70,13.76,174,0.35,898,0.00,15.50,1.92,90,0.00,0,5.66,-9.00,5.21,1.42,0.00,0.54,67.1906
682911,-14.06,14.81,13.68,174,0.39,902,0.00,15.00,2.31,90,0.00,0,5.80,-8.85,5.82,1.50,0.00,0.54,67.4927
682985,-14.06,14.70,13.68,174,0.41,906,0.00,14.50,2.32,90,0.00,0,5.95,-8.71,6.18,1.50,0.00,0.54,67.9626
683058,-14.06,14.81,13.68,174,0.40,921,0.00,13.00,2.16,90,0.00,0,6.09,-8.56,6.15,1.48,0.00,0.54,68.3411
683130,-14.06,14.81,13.68,174,0.38,943,0.00,10.50,2.21,90,0.00,0,6.09,-8.42,6.09,1.48,0.00,0.54,68.5669
683204,-14.06,14.93,13.68,174,0.37,970,0.00,8.50,2.05,90,0.00,0,6.24,-8.56,5.98,1.46,0.00,0.54,68.6096
683276,-14.06,14.47,13.68,174,0.37,955,0.00,10.50,2.07,90,0.00,0,6.09,-8.71,5.82,1.44,0.00,0.54,68.3411
683349,-14.06,13.90,13.68,174,0.37,958,0.00,10.50,2.04,90,0.00,0,5.95,-8.71,5.65,1.44,0.00,0.54,68.3105
683422,-14.06,13.90,13.68,174,0.37,944,0.00,12.50,2.01,90,0.00,0,5.95,-8.71,5.76,1.44,0.00,0.54,68.1152
683496,-14.06,14.24,13.68,174,0.37,946,0.00,12.50,2.02,90,0.00,0,5.95,-8.71,5.85,1.46,0.00,0.54,68.1702
683568,-14.06,14.36,13.68,174,0.37,938,0.00,13.50,2.00,90,0.00,0,5.95,-8.71,5.85,1.46,0.00,0.54,68.0573
683642,-14.06,14.59,13.68,174,0.38,936,0.00,14.00,2.00,90,0.00,0,6.09,-8.56,5.91,1.50,0.00,0.54,68.2281
683715,-14.06,14.70,13.68,174,0.42,933,0.00,14.00,2.39,90,0.00,0,6.24,-8.27,6.55,1.52,0.00,0.54,68.6188
683788,-14.06,14.70,13.60,174,0.42,964,0.00,11.00,2.22,90,0.00,0,6.38,-8.27,6.73,1.52,0.00,0.54,69.2902
683860,-14.06,14.81,13.68,174,0.40,991,0.00,8.50,2.06,90,0.00,0,6.38,-8.42,6.40,1.48,0.00,0.54,69.3512
683933,-14.06,15.04,13.60,174,0.38,996,0.00,9.00,2.32,90,0.00,0,6.24,-8.56,5.88,1.46,0.00,0.54,68.9789
684006,-14.06,14.70,13.68,174,0.37,1004,0.00,8.00,2.12,90,0.00,0,6.09,-8.71,5.33,1.42,0.00,0.54,68.4570
684078,-14.06,14.36,13.52,174,0.35,992,0.00,9.50,2.12,90,0.00,0,5.80,-8.85,5.24,1.42,0.00,0.54,68.2922
684152,-14.06,14.36,13.60,174,0.35,993,0.00,10.00,2.12,90,0.00,0,5.66,-9.00,5.43,1.44,0.00,0.54,67.9749
684226,-14.06,14.24,13.68,174,0.35,977,0.00,12.00,1.88,90,0.00,0,5.66,-9.00,5.56,1.46,0.00,0.54,67.9688
684298,-14.06,14.47,13.60,174,0.36,974,0.00,12.50,2.08,90,0.00,0,5.66,-9.00,5.72,1.46,0.00,0.54,67.7979
684371,-14.06,14.47,13.68,174,0.36,955,0.00,14.50,2.04,90,0.00,0,5.80,-8.85,5.78,1.46,0.00,0.54,67.8986
684445,-14.06,14.70,13.60,174,0.36,958,0.00,14.00,2.04,90,0.00,0,5.80,-8.71,5.85,1.46,0.00,0.54,68.0389
684517,-14.06,14.81,13.60,174,0.36,962,0.00,14.00,2.04,90,0.00,0,5.95,-8.85,5.82,1.44,0.00,0.54,68.1122
684591,-14.06,15.16,13.60,174,0.35,968,0.00,13.50,2.05,90,0.00,0,5.80,-8.85,5.56,1.44,0.00,0.54,68.1488
684663,-14.06,15.27,13.60,174,0.34,965,0.00,14.00,2.06,90,0.00,0,5.80,-8.85,5.52,1.44,0.00,0.54,68.0481
684737,-14.06,15.16,13.60,174,0.34,969,0.00,13.50,2.07,90,0.00,0,5.80,-8.85,5.50,1.44,0.00,0.54,68.0359
684810,-14.06,15.16,13.60,174,0.34,956,0.00,15.00,2.04,90,0.00,0,5.66,-9.00,5.50,1.44,0.00,0.54,67.8101
684882,-14.06,14.93,13.68,174,0.35,959,0.00,15.00,2.05,90,0.00,0,5.66,-9.00,5.52,1.44,0.00,0.54,67.7032
684955,-14.06,15.04,13.60,174,0.34,949,0.00,16.00,2.03,90,0.00,0,5.66,-9.00,5.50,1.44,0.00,0.54,67.7521
685029,-14.06,15.04,13.68,174,0.35,954,0.00,15.50,2.03,90,0.00,0,5.66,-9.00,5.50,1.44,0.00,0.54,67.7094
685101,-14.06,15.16,13.52,174,0.35,956,0.00,15.00,2.02,90,0.00,0,5.66,-8.85,5.52,1.44,0.00,0.54,67.8162
685174,-14.06,15.27,13.68,174,0.35,957,0.00,15.00,2.04,90,0.00,0,5.80,-8.85,5.50,1.44,0.00,0.54,67.8223
685247,-14.06,15.27,13.60,174,0.34,959,0.00,14.50,2.04,90,0.00,0,5.80,-9.00,5.43,1.42,0.00,0.54,67.7246
685320,-14.06,14.93,13.68,174,0.34,958,0.00,14.50,1.84,90,0.00,0,5.66,-9.00,5.37,1.42,0.00,0.54,67.7887
685393,-14.06,15.04,13.68,174,0.34,961,0.00,14.00,2.05,90,0.00,0,5.66,-9.00,5.37,1.42,0.00,0.54,67.6605
685466,-14.06,14.81,13.68,174,0.34,952,0.00,15.50,2.03,90,0.00,0,5.66,-9.00,5.37,1.44,0.00,0.54,67.6422
685538,-14.06,15.04,13.68,174,0.34,950,0.00,15.50,2.03,90,0.00,0,5.66,-9.00,5.40,1.44,0.00,0.54,67.5354
685612,-14.06,14.81,13.68,174,0.35,943,0.00,16.00,2.01,90,0.00,0,5.66,-9.00,5.40,1.44,0.00,0.54,67.5842
685686,-14.06,14.93,13.68,174,0.35,940,0.00,16.50,2.01,90,0.00,0,5.66,-9.00,5.43,1.44,0.00,0.54,67.5201
685759,-14.06,14.81,13.68,174,0.35,941,0.00,16.00,2.00,90,0.00,0,5.66,-8.85,5.43,1.44,0.00,0.54,67.5385
685832,-14.06,14.93,13.68,174,0.34,940,0.00,16.00,2.01,90,0.00,0,5.80,-8.85,5.43,1.44,0.00,0.54,67.5995
685904,-14.06,14.93,13.68,174,0.34,942,0.00,15.50,2.01,90,0.00,0,5.80,-9.00,5.37,1.44,0.00,0.54,67.5629
685977,-14.06,14.70,13.68,174,0.34,940,0.00,15.50,1.80,90,0.00,0,5.66,-9.00,5.30,1.42,0.00,0.54,67.6270
686050,-14.06,14.81,13.68,174,0.34,942,0.00,15.50,2.01,90,0.00,0,5.66,-9.00,5.30,1.42,0.00,0.54,67.5751
686123,-14.06,14.70,13.68,174,0.34,935,0.00,15.50,1.80,90,0.00,0,5.66,-9.00,5.27,1.42,0.00,0.54,67.4438
686196,-14.06,14.70,13.68,174,0.34,917,0.00,16.50,1.96,90,0.00,0,5.66,-9.00,5.27,1.42,0.00,0.54,67.3370
686269,-14.06,14.70,13.60,174,0.35,913,0.00,17.50,1.95,90,0.00,0,5.66,-8.85,5.33,1.42,0.00,0.54,67.2607
686341,-14.06,14.81,13.60,174,0.35,910,0.00,17.50,1.94,90,0.00,0,5.80,-8.85,5.33,1.42,0.00,0.54,67.3462
686416,-14.06,14.70,13.60,174,0.35,905,0.00,17.50,1.94,90,0.00,0,5.80,-8.85,5.37,1.42,0.00,0.54,67.2852
686488,-14.06,14.81,13.60,174,0.35,910,0.00,17.50,1.93,90,0.00,0,5.80,-8.85,5.40,1.42,0.00,0.54,67.3798
686561,-14.06,14.93,13.60,174,0.35,907,0.00,17.00,1.94,90,0.00,0,5.80,-8.85,5.33,1.42,0.00,0.54,67.4652
686634,-14.06,14.81,13.60,174,0.35,913,0.00,16.50,1.95,90,0.00,0,5.80,-8.85,5.37,1.42,0.00,0.54,67.4194
686706,-14.06,14.93,13.68,174,0.36,911,0.00,17.00,1.94,90,0.00,0,5.80,-8.85,5.33,1.42,0.00,0.54,67.3676
686780,-14.06,14.70,13.68,174,0.36,906,0.00,17.50,1.93,90,0.00,0,5.80,-8.85,5.27,1.42,0.00,0.54,67.3279
686852,-14.06,14.81,13.68,174,0.36,900,0.00,17.50,1.92,90,0.00,0,5.80,-8.85,5.33,1.44,0.00,0.54,67.2363
686926,-14.06,14.59,13.68,174,0.43,892,0.00,18.50,2.28,90,0.00,0,5.95,-8.56,5.89,1.50,0.00,0.54,67.4377
686999,-14.06,14.81,13.68,174,0.46,876,0.00,20.00,2.44,90,0.00,0,6.09,-8.27,6.44,1.52,0.00,0.54,67.9138
687071,-14.06,14.59,13.68,174,0.46,889,0.00,17.50,2.24,90,0.00,0,6.38,-8.13,6.51,1.54,0.00,0.54,68.4265
687145,-14.06,14.36,13.60,174,0.43,907,0.00,15.50,2.28,90,0.00,0,6.53,-7.98,6.55,1.52,0.00,0.54,68.7836
687217,-14.06,14.47,13.68,174,0.42,922,0.00,14.00,2.13,90,0.00,0,6.67,-7.98,6.51,1.52,0.00,0.54,69.0521
687290,-14.06,13.67,13.60,174,0.41,935,0.00,13.00,2.19,90,0.00,0,6.67,-7.98,6.44,1.52,0.00,0.54,69.2749
687363,-14.06,13.90,13.60,174,0.41,945,0.00,11.50,2.22,90,0.00,0,6.67,-7.98,6.44,1.52,0.00,0.54,69.4153
687437,-14.06,13.44,13.68,174,0.40,951,0.00,11.50,2.03,90,0.00,0,6.67,-7.98,6.44,1.50,0.00,0.54,69.5068
687509,-14.06,13.55,13.68,176,0.39,962,0.00,10.50,2.05,90,0.00,0,6.53,-8.13,6.02,1.44,0.00,0.54,69.1589
687582,-14.06,13.90,13.68,176,0.38,958,0.00,11.00,2.04,90,0.00,0,6.38,-8.42,5.46,1.42,0.00,0.54,68.4875
687655,-14.06,14.47,13.60,176,0.37,944,0.00,13.00,2.00,90,0.00,0,6.24,-8.56,5.40,1.42,0.00,0.54,68.3929
687729,-14.06,14.70,13.60,176,0.36,940,0.00,14.00,2.01,90,0.00,0,6.09,-8.56,5.37,1.42,0.00,0.54,68.2373
687801,-14.06,15.16,13.60,176,0.36,944,0.00,13.50,2.00,90,0.00,0,6.09,-8.71,5.50,1.42,0.00,0.54,68.2159
687874,-14.06,15.39,13.68,176,0.35,934,0.00,14.50,1.99,90,0.00,0,5.95,-8.71,5.59,1.44,0.00,0.54,68.0359
687947,-14.06,15.39,13.60,176,0.36,938,0.00,14.00,2.00,90,0.00,0,5.95,-8.71,5.63,1.44,0.00,0.54,68.0664
688021,-14.06,15.39,13.60,176,0.37,933,0.00,15.00,1.99,90,0.00,0,5.95,-8.71,5.76,1.44,0.00,0.54,68.0603
688093,-14.06,15.27,13.68,176,0.37,938,0.00,14.00,2.00,90,0.00,0,5.95,-8.71,5.76,1.46,0.00,0.54,68.0786
688166,-14.06,15.27,13.60,176,0.37,938,0.00,14.00,2.00,90,0.00,0,5.95,-8.71,5.76,1.46,0.00,0.54,68.1793
688239,-14.06,15.27,13.68,176,0.36,946,0.00,13.50,2.02,90,0.00,0,5.95,-8.71,5.69,1.46,0.00,0.54,68.1335
688313,-14.06,15.16,13.68,176,0.36,954,0.00,13.00,2.02,90,0.00,0,5.95,-8.71,5.69,1.46,0.00,0.54,68.2098
688385,-14.06,15.16,13.68,176,0.35,951,0.00,13.00,2.04,90,0.00,0,5.95,-8.71,5.63,1.46,0.00,0.54,68.1000
688458,-14.06,15.04,13.60,176,0.35,951,0.00,13.50,2.03,90,0.00,0,5.95,-8.71,5.56,1.44,0.00,0.54,68.0634
688532,-14.06,15.04,13.68,176,0.36,938,0.00,15.00,2.00,90,0.00,0,5.95,-8.71,5.63,1.44,0.00,0.54,67.8650
688605,-14.06,14.93,13.60,176,0.36,936,0.00,15.50,2.00,90,0.00,0,5.95,-8.71,5.63,1.44,0.00,0.54,67.7765
