Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
208568,-4.69,14.81,13.68,183,0.34,910,0.00,14.00,1.94,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9596
208644,-4.69,14.70,13.68,183,0.34,917,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0786
208719,-4.69,14.93,13.68,183,0.34,917,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.13,1.42,0.00,0.00,0.54,67.9932
208792,-4.69,14.70,13.76,183,0.34,919,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.10,1.42,0.00,0.00,0.54,68.0206
208869,-4.69,14.70,13.68,183,0.34,919,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9871
208945,-4.69,14.93,13.76,183,0.34,914,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0176
209026,-4.69,14.81,13.68,183,0.34,914,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0481
209099,-4.69,15.04,13.68,183,0.34,915,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0878
209173,-4.69,14.81,13.68,183,0.34,919,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.13,1.42,0.00,0.00,0.54,68.0328
209245,-4.69,14.93,13.68,183,0.34,914,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.8650
209321,-4.69,14.70,13.68,183,0.35,910,0.00,14.00,1.93,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.8986
209397,-4.69,14.81,13.68,183,0.34,905,0.00,14.00,1.94,108,0.00,0,6.24,-8.56,5.22,1.42,0.00,0.00,0.54,67.9321
209472,-4.69,14.93,13.68,183,0.34,912,0.00,13.50,1.96,108,0.00,0,6.09,-8.56,5.19,1.42,0.00,0.00,0.54,67.9993
209546,-4.69,14.81,13.68,183,0.34,920,0.00,13.00,1.96,108,0.00,0,6.24,-8.56,5.16,1.40,0.00,0.00,0.54,68.1427
209622,-4.69,14.93,13.60,183,0.34,925,0.00,12.50,1.97,108,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,68.1396
209697,-4.69,14.70,13.68,183,0.34,921,0.00,12.50,1.96,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0542
209776,-4.69,14.93,13.60,183,0.34,918,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.13,1.42,0.00,0.00,0.54,67.9108
209847,-4.69,14.70,13.68,183,0.34,914,0.00,13.50,1.95,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9535
209944,-4.69,14.70,13.60,183,0.34,914,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,67.9138
209997,-4.69,14.93,13.60,183,0.34,918,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.13,1.42,0.00,0.00,0.54,68.0206
210073,-4.69,14.81,13.68,183,0.34,918,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,68.0939
210152,-4.69,15.04,13.60,183,0.34,918,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0176
210229,-4.69,14.70,13.68,183,0.34,913,0.00,13.50,1.95,108,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,67.9718
210305,-4.69,15.04,13.60,183,0.34,916,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9047
210373,-4.69,14.81,13.68,183,0.34,912,0.00,13.50,1.96,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9657
210452,-4.69,14.70,13.60,183,0.34,916,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9321
210542,-4.69,14.93,13.60,183,0.34,920,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,68.0756
210600,-4.69,14.70,13.68,183,0.34,918,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,68.0542
210678,-4.69,14.93,13.68,183,0.34,918,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,68.0298
210756,-4.69,14.70,13.68,183,0.34,914,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,67.9718
210837,-4.69,14.93,13.60,183,0.34,919,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9535
210910,-4.69,14.93,13.68,183,0.34,916,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9474
210978,-4.69,14.81,13.60,183,0.34,916,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9047
211052,-4.69,14.93,13.60,183,0.34,917,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0115
211128,-4.69,14.70,13.68,183,0.34,914,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9810
211202,-4.69,14.93,13.68,183,0.34,917,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0084
211278,-4.69,14.70,13.68,183,0.34,918,0.00,13.00,1.96,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9779
211353,-4.69,14.93,13.60,183,0.34,913,0.00,13.50,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.8650
211428,-4.69,14.93,13.68,183,0.34,912,0.00,13.50,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9260
211504,-4.69,14.81,13.68,183,0.34,913,0.00,13.50,1.94,108,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,67.8711
211584,-4.69,14.93,13.68,183,0.35,912,0.00,13.50,1.94,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9504
211654,-4.69,14.81,13.68,183,0.34,913,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0023
211737,-4.69,14.93,13.68,183,0.34,913,0.00,13.00,1.95,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0023
211805,-4.69,14.70,13.68,183,0.34,912,0.00,13.50,1.94,108,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9749
211884,-4.69,14.81,13.68,183,0.34,910,0.00,13.50,1.94,108,0.00,0,6.09,-8.71,5.19,1.40,0.00,0.00,0.54,67.9047
211959,-4.69,15.04,13.68,183,0.34,909,0.00,13.50,1.94,108,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9260
212033,-4.69,14.81,13.68,183,0.35,904,0.00,13.50,1.93,108,0.00,0,6.09,-8.71,5.19,1.40,0.00,0.00,0.54,67.8925
212112,-4.69,15.04,13.68,183,0.35,902,0.00,14.00,1.92,108,0.00,0,6.24,-8.56,5.19,1.40,0.00,0.00,0.54,67.9352
212187,-4.69,14.81,13.68,183,0.34,906,0.00,13.50,1.93,108,0.00,0,6.24,-8.56,5.22,1.40,0.00,0.00,0.54,67.9901
212267,-4.69,14.93,13.68,183,0.34,908,0.00,13.50,1.94,108,0.00,0,6.24,-8.56,5.19,1.40,0.00,0.00,0.54,68.0054
212327,-4.69,14.70,13.68,183,0.34,905,0.00,14.00,1.93,108,0.00,0,6.24,-8.56,5.16,1.40,0.00,0.00,0.54,67.9749
212407,-4.69,14.93,13.68,183,0.34,904,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,67.9291
212482,-4.69,14.81,13.68,183,0.34,901,0.00,14.00,1.93,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,67.9901
212557,-4.69,14.81,13.68,183,0.34,908,0.00,13.50,1.94,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,67.9993
212636,-4.69,14.81,13.68,183,0.35,907,0.00,13.00,1.93,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,67.9657
212715,-4.69,14.81,13.68,183,0.35,900,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.22,1.42,0.00,0.00,0.54,68.0023
212786,-4.69,14.81,13.68,183,0.34,905,0.00,13.50,1.93,109,0.00,0,6.24,-8.56,5.22,1.42,0.00,0.00,0.54,67.9626
212858,-4.69,14.93,13.68,183,0.34,897,0.00,14.00,1.93,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,67.9932
212934,-4.69,14.93,13.68,183,0.34,905,0.00,13.50,1.93,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,67.9932
213009,-4.69,14.93,13.68,183,0.34,907,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0084
213084,-4.69,15.04,13.68,183,0.34,899,0.00,13.00,1.92,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,67.9016
213168,-4.69,14.93,13.68,183,0.35,900,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,67.9932
213242,-4.69,14.93,13.68,183,0.35,902,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,67.9871
213311,-4.69,14.93,13.76,183,0.34,904,0.00,13.50,1.92,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,67.9901
213388,-4.69,14.81,13.68,183,0.34,900,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,67.9657
213467,-4.69,14.93,13.68,183,0.34,902,0.00,14.00,1.93,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,67.9565
213532,-4.69,14.81,13.68,183,0.34,909,0.00,13.50,1.94,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0176
213619,-4.69,14.81,13.60,183,0.34,910,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0237
213689,-4.69,14.81,13.68,183,0.34,912,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,68.0176
213762,-4.69,14.81,13.60,183,0.34,906,0.00,13.50,1.93,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0328
213839,-4.69,14.81,13.68,183,0.34,909,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,68.0756
213914,-4.69,14.81,13.60,183,0.34,910,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.13,1.42,0.00,0.00,0.54,68.0786
213993,-4.69,14.93,13.68,183,0.34,909,0.00,13.50,1.93,109,0.00,0,6.09,-8.71,5.13,1.42,0.00,0.00,0.54,67.9413
214063,-4.69,14.93,13.68,183,0.34,904,0.00,14.00,1.93,109,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,67.9291
214140,-4.69,14.93,13.68,183,0.34,901,0.00,14.00,1.92,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.8986
214214,-4.69,14.81,13.68,183,0.34,899,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,67.8711
214289,-4.69,14.81,13.60,183,0.34,902,0.00,14.00,1.93,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0298
214366,-4.69,14.81,13.68,183,0.34,908,0.00,13.00,1.93,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0573
214440,-4.69,14.81,13.68,183,0.34,904,0.00,14.00,1.94,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,68.0389
214517,-4.69,14.81,13.68,183,0.34,909,0.00,13.00,1.93,109,0.00,0,6.24,-8.71,5.19,1.42,0.00,0.00,0.54,67.9688
214592,-4.69,14.81,13.68,183,0.34,904,0.00,14.00,1.93,109,0.00,0,6.09,-8.56,5.13,1.42,0.00,0.00,0.54,67.9291
214675,-4.69,14.93,13.68,183,0.35,898,0.00,14.00,1.91,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.8558
214741,-4.69,14.93,13.68,183,0.35,901,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.22,1.42,0.00,0.00,0.54,67.8925
214818,-4.69,14.93,13.68,183,0.35,899,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.19,1.40,0.00,0.00,0.54,67.9413
214892,-4.69,14.93,13.68,183,0.35,900,0.00,14.00,1.91,109,0.00,0,6.24,-8.56,5.16,1.40,0.00,0.00,0.54,67.9565
214967,-4.69,14.81,13.68,183,0.35,896,0.00,14.50,1.92,109,0.00,0,6.24,-8.56,5.19,1.40,0.00,0.00,0.54,67.9016
215043,-4.69,14.93,13.68,183,0.35,893,0.00,14.00,1.90,109,0.00,0,6.24,-8.56,5.19,1.40,0.00,0.00,0.54,67.9260
215118,-4.69,14.93,13.76,183,0.35,900,0.00,14.50,1.92,109,0.00,0,6.24,-8.56,5.22,1.40,0.00,0.00,0.54,67.9169
215193,-4.69,14.81,13.76,183,0.34,900,0.00,14.00,1.92,109,0.00,0,6.24,-8.56,5.16,1.40,0.00,0.00,0.54,67.9199
215268,-4.69,14.81,13.68,183,0.34,910,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.16,1.40,0.00,0.00,0.54,68.0237
215343,-4.69,14.81,13.68,183,0.34,912,0.00,12.50,1.95,109,0.00,0,6.24,-8.56,5.13,1.40,0.00,0.00,0.54,68.1030
215425,-4.69,14.81,13.68,183,0.35,914,0.00,12.50,1.93,109,0.00,1,6.24,-8.56,5.19,1.40,0.00,0.00,0.54,68.0725
215494,-4.69,14.81,13.68,183,0.34,904,0.00,13.50,1.93,109,0.00,0,6.09,-8.56,5.13,1.40,0.00,0.00,0.54,67.9932
215570,-4.69,14.93,13.68,183,0.34,902,0.00,13.50,1.92,109,0.00,0,6.24,-8.56,5.13,1.40,0.00,0.00,0.54,68.0084
215647,-4.69,14.93,13.68,183,0.34,910,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.13,1.40,0.00,0.00,0.54,68.0298
215712,-4.69,15.04,13.68,183,0.34,899,0.00,13.00,1.92,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9016
215807,-4.69,14.81,13.68,183,0.34,908,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,67.9443
215872,-4.69,15.16,13.68,183,0.34,913,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0420
215970,-4.69,15.16,13.68,183,0.35,911,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0298
216026,-4.69,14.93,13.68,183,0.34,910,0.00,13.00,1.94,109,0.00,0,6.24,-8.71,5.19,1.42,0.00,0.00,0.54,67.9688
216104,-4.69,15.04,13.68,183,0.34,910,0.00,13.50,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0328
216187,-4.69,14.81,13.68,183,0.34,913,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0176
216250,-4.69,15.04,13.68,183,0.34,916,0.00,12.50,1.95,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9321
216326,-4.69,14.93,13.68,183,0.34,915,0.00,12.50,1.95,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9962
216398,-4.69,14.81,13.68,183,0.34,914,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9779
216491,-4.69,15.04,13.68,183,0.34,911,0.00,13.00,1.95,109,0.00,0,6.09,-8.56,5.22,1.42,0.00,0.00,0.54,68.0695
216549,-4.69,14.81,13.68,183,0.34,916,0.00,13.00,1.96,109,0.00,0,6.24,-8.71,5.13,1.42,0.00,0.00,0.54,68.0725
216624,-4.69,14.93,13.68,183,0.34,919,0.00,12.50,1.96,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0634
216700,-4.69,14.81,13.68,183,0.34,918,0.00,12.50,1.96,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9779
216775,-4.69,14.93,13.68,183,0.34,914,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,67.9138
216838,-4.69,14.70,13.68,183,0.34,915,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9810
216925,-4.69,14.70,13.76,183,0.34,914,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0450
217005,-4.69,14.93,13.68,183,0.34,914,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.13,1.42,0.00,0.00,0.54,67.9871
217091,-4.69,14.70,13.60,183,0.34,911,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9779
217153,-4.69,14.81,13.68,183,0.34,909,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,68.0176
217227,-4.69,14.70,13.60,183,0.34,910,0.00,13.50,1.94,109,0.00,0,6.09,-8.71,5.16,1.44,0.00,0.00,0.54,67.9413
217303,-4.69,14.93,13.68,183,0.34,910,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,67.9565
217385,-4.69,14.81,13.60,183,0.34,913,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,68.0115
217458,-4.69,14.70,13.76,183,0.34,911,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0206
217529,-4.69,14.93,13.68,183,0.35,909,0.00,13.50,1.93,109,0.00,0,6.24,-8.71,5.19,1.42,0.00,0.00,0.54,67.9657
217603,-4.69,14.70,13.60,183,0.34,907,0.00,13.50,1.93,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9657
217682,-4.69,14.81,13.68,183,0.34,910,0.00,13.50,1.94,109,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,68.0237
217753,-4.69,14.70,13.68,183,0.34,914,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9932
217830,-4.69,14.81,13.68,183,0.34,916,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,67.9871
217909,-4.69,14.81,13.68,183,0.35,914,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9993
217980,-4.69,14.70,13.68,183,0.34,909,0.00,13.50,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9871
218055,-4.69,14.93,13.68,183,0.35,903,0.00,13.50,1.93,109,0.00,0,6.09,-8.56,5.16,1.42,0.00,0.00,0.54,67.9504
218130,-4.69,14.81,13.68,183,0.34,904,0.00,14.00,1.93,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9321
218205,-4.69,14.93,13.76,183,0.34,907,0.00,13.50,1.93,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,67.9932
218282,-4.69,14.70,13.68,183,0.34,913,0.00,13.00,1.95,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0023
218356,-4.69,14.93,13.68,183,0.34,911,0.00,13.00,1.96,109,0.00,0,6.24,-8.56,5.19,1.42,0.00,0.00,0.54,68.0237
218430,-4.69,14.93,13.68,183,0.34,917,0.00,12.50,1.94,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0420
218508,-4.69,14.70,13.68,183,0.35,912,0.00,13.00,1.93,109,0.00,0,6.24,-8.71,5.16,1.42,0.00,0.00,0.54,67.9230
218582,-4.69,14.93,13.68,183,0.34,910,0.00,13.50,1.94,109,0.00,0,6.09,-8.56,5.16,1.42,0.00,0.00,0.54,68.0298
218660,-4.69,14.81,13.68,183,0.34,913,0.00,13.00,1.95,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0634
218732,-4.69,14.93,13.68,183,0.34,910,0.00,13.00,1.94,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0359
218809,-4.69,14.81,13.68,183,0.34,914,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0115
218887,-4.69,15.04,13.68,183,0.34,918,0.00,12.50,1.96,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9840
218969,-4.69,14.93,13.68,183,0.34,918,0.00,12.50,1.96,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9871
219033,-4.69,14.81,13.68,183,0.34,918,0.00,12.50,1.95,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9230
219110,-4.69,15.04,13.68,183,0.34,916,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0298
219189,-4.69,14.81,13.68,183,0.34,912,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,67.9565
219260,-4.69,14.93,13.60,183,0.34,911,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,67.9443
219335,-4.69,14.81,13.68,183,0.34,908,0.00,13.50,1.94,109,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,67.9108
219409,-4.69,15.04,13.60,183,0.34,910,0.00,13.00,1.93,109,0.00,0,6.09,-8.71,5.19,1.40,0.00,0.00,0.54,67.8986
219486,-4.69,14.93,13.68,183,0.34,905,0.00,14.00,1.93,109,0.00,0,6.09,-8.56,5.16,1.40,0.00,0.00,0.54,67.8772
219565,-4.69,14.81,13.68,183,0.34,910,0.00,14.00,1.94,109,0.00,0,6.24,-8.56,5.16,1.40,0.00,0.00,0.54,67.9443
219635,-4.69,14.93,13.52,183,0.34,914,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0450
219711,-4.69,14.81,13.68,183,0.34,916,0.00,12.50,1.95,109,0.00,0,6.24,-8.56,5.13,1.40,0.00,0.00,0.54,68.1000
219786,-4.69,15.04,13.52,183,0.34,914,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.19,1.40,0.00,0.00,0.54,68.0115
219861,-4.69,14.81,13.68,183,0.34,910,0.00,13.50,1.95,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9779
219938,-4.69,14.70,13.60,183,0.34,912,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.19,1.40,0.00,0.00,0.54,67.9047
220023,-4.69,15.04,13.68,183,0.34,911,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.13,1.40,0.00,0.00,0.54,67.9962
220088,-4.69,14.81,13.68,183,0.35,905,0.00,13.50,1.93,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.8711
220185,-4.69,15.04,13.60,183,0.34,908,0.00,14.00,1.94,109,0.00,0,6.24,-8.56,5.13,1.40,0.00,0.00,0.54,67.9688
220242,-4.69,14.81,13.68,183,0.34,908,0.00,13.50,1.94,109,0.00,0,6.24,-8.56,5.13,1.40,0.00,0.00,0.54,68.0084
220327,-4.69,14.93,13.60,183,0.34,913,0.00,13.50,1.95,109,0.00,0,6.24,-8.56,5.16,1.40,0.00,0.00,0.54,68.0664
220393,-4.69,14.70,13.68,183,0.34,914,0.00,13.50,1.95,109,0.00,0,6.24,-8.56,5.16,1.40,0.00,0.00,0.54,68.0664
220467,-4.69,14.70,13.60,183,0.34,916,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9352
220540,-4.69,14.93,13.68,183,0.34,910,0.00,14.00,1.96,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9718
220624,-4.69,14.81,13.68,183,0.34,910,0.00,13.50,1.94,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.8802
220693,-4.69,14.93,13.60,183,0.34,906,0.00,14.00,1.93,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0054
220775,-4.69,14.81,13.68,183,0.34,908,0.00,13.50,1.94,109,0.00,0,6.24,-8.56,5.16,1.42,0.00,0.00,0.54,68.0939
220841,-4.69,14.93,13.60,183,0.34,913,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.13,1.42,0.00,0.00,0.54,68.1305
220916,-4.69,14.93,13.68,183,0.34,914,0.00,13.00,1.97,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0664
220992,-4.69,14.81,13.60,183,0.34,925,0.00,12.00,1.97,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0115
221069,-4.69,14.93,13.68,183,0.34,923,0.00,13.00,1.96,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,68.0267
221142,-4.69,14.81,13.68,183,0.34,914,0.00,13.00,1.95,109,0.00,0,6.09,-8.71,5.16,1.40,0.00,0.00,0.54,67.9443
221217,-4.69,15.04,13.68,183,0.34,912,0.00,13.50,1.95,109,0.00,0,6.09,-8.71,5.19,1.40,0.00,0.00,0.54,67.9565
221304,-4.69,14.93,13.68,183,0.34,904,0.00,14.00,1.93,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9810
221366,-4.69,14.93,13.68,183,0.34,912,0.00,13.50,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9993
221447,-4.69,14.81,13.68,183,0.34,909,0.00,14.00,1.94,109,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,67.9352
221520,-4.69,14.81,13.68,183,0.34,910,0.00,13.50,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9260
221598,-4.69,14.81,13.68,183,0.34,914,0.00,13.50,1.95,109,0.00,0,6.09,-8.71,5.19,1.42,0.00,0.00,0.54,67.9749
221673,-4.69,14.81,13.68,183,0.34,910,0.00,13.00,1.94,109,0.00,0,6.09,-8.71,5.16,1.42,0.00,0.00,0.54,67.9962
