Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
411662,-3.91,14.81,13.76,181,0.50,2121,0.00,35.50,5.85,86,0.00,0,7.69,-6.96,17.47,2.04,9.02,0.84,78.6743
411735,-3.91,14.70,13.76,181,0.50,2109,0.00,35.50,5.85,86,0.00,0,7.69,-6.96,17.47,2.02,9.02,0.84,78.7659
411809,-3.91,14.81,13.76,181,0.49,2108,0.00,35.50,5.90,86,0.00,0,7.69,-6.96,17.63,2.04,9.02,0.84,78.7048
411882,-3.91,14.81,13.76,181,0.47,2125,0.00,35.50,5.89,86,0.00,0,7.69,-6.96,17.79,2.04,9.02,0.84,78.5583
411955,-3.91,14.81,13.76,181,0.50,2115,0.00,35.50,5.87,86,0.00,0,7.69,-6.96,17.78,2.04,9.02,0.84,78.6224
412028,-3.91,14.81,13.76,181,0.51,2128,0.00,35.50,5.90,86,0.00,0,7.69,-6.96,17.70,2.04,9.02,0.84,78.6621
412102,-3.91,14.70,13.76,181,0.50,2131,0.00,35.50,5.91,88,0.00,0,7.69,-7.11,17.79,2.04,9.02,0.84,78.5187
412175,-3.91,14.59,13.76,181,0.47,2134,0.00,35.50,5.94,88,0.00,0,7.55,-7.11,17.63,2.04,9.02,0.84,78.4912
412249,-3.91,14.59,13.76,181,0.49,2142,0.00,35.50,5.98,88,0.00,0,7.55,-7.11,17.63,2.04,9.02,0.84,78.4607
412321,-3.91,14.59,13.76,181,0.50,2157,0.00,35.50,6.01,88,0.00,0,7.55,-7.11,17.79,2.04,9.02,0.84,78.3386
412396,-3.91,14.70,13.84,181,0.50,2166,0.00,35.50,6.00,88,0.00,0,7.55,-7.11,17.85,2.04,9.02,0.84,78.3630
412468,-3.91,14.70,13.76,181,0.50,2164,0.00,35.50,6.01,88,0.00,0,7.55,-7.11,17.79,2.04,9.02,0.84,78.3691
412541,-3.91,14.70,13.76,181,0.51,2178,0.00,35.50,6.04,88,0.00,0,7.55,-7.11,15.52,2.06,9.41,0.84,78.4332
412614,-3.91,14.70,13.84,181,0.52,2176,0.00,35.50,6.03,88,0.00,0,7.69,-6.96,18.47,2.06,9.41,0.86,78.6957
412686,-3.91,14.81,13.76,181,0.52,2198,0.00,35.50,6.57,88,0.00,0,7.69,-6.96,18.85,2.08,9.41,0.86,78.7903
412760,-3.91,14.81,13.76,181,0.52,2193,0.00,35.50,6.55,88,0.00,0,7.69,-6.96,18.92,2.08,9.41,0.86,78.8239
412832,-3.91,14.70,13.76,181,0.53,2194,0.00,35.50,6.56,88,0.00,0,7.69,-6.96,19.00,2.08,9.41,0.86,78.9276
412906,-3.91,14.59,13.84,181,0.52,2197,0.00,35.50,6.10,88,0.00,0,7.69,-6.96,19.31,2.08,9.41,0.86,79.1016
412978,-3.91,14.59,13.76,181,0.56,2198,0.00,35.50,6.62,88,0.00,0,7.69,-6.82,18.85,2.10,9.41,0.86,79.1901
413052,-3.91,14.59,13.76,181,0.54,2216,0.00,35.50,6.61,86,0.00,0,7.84,-6.82,19.78,2.10,9.80,0.86,79.3091
413125,-3.91,14.70,13.84,181,0.54,2213,0.00,35.50,6.61,86,0.00,0,7.84,-6.82,19.71,2.10,9.80,0.86,79.4281
413198,-3.91,14.59,13.76,181,0.54,2232,0.00,35.00,6.67,86,0.00,0,7.84,-6.67,20.20,2.12,9.80,0.86,79.6661
413271,-3.91,14.70,13.84,181,0.56,2231,0.00,35.00,6.66,86,0.00,0,7.98,-6.67,20.12,2.12,9.80,0.86,79.7668
413344,-3.91,14.70,13.84,181,0.55,2252,0.00,34.50,6.72,86,0.00,0,7.98,-6.53,20.79,2.14,10.20,0.88,80.2032
413417,-3.91,14.81,13.84,181,0.58,2251,0.00,35.00,6.72,86,0.00,0,8.13,-6.38,21.04,2.14,10.20,0.88,80.3406
413491,-3.91,14.70,13.84,181,0.58,2252,0.00,34.00,7.24,86,0.00,0,8.27,-6.38,21.72,2.16,10.20,0.88,80.7373
413564,-3.91,14.70,13.84,181,0.59,2263,0.00,33.50,7.32,86,0.00,0,8.27,-6.24,21.89,2.16,10.59,0.90,81.1890
413638,-3.91,14.70,13.76,181,0.60,2287,0.00,33.00,7.76,86,0.00,0,8.42,-6.09,22.41,2.20,10.98,0.90,81.7230
413710,-3.91,14.81,13.76,180,0.61,2274,0.00,33.00,7.87,86,0.00,0,8.56,-5.95,22.98,2.20,10.98,0.90,82.2327
413783,-3.91,14.93,13.76,180,0.64,2308,0.00,32.50,7.88,86,0.00,0,8.71,-5.80,24.13,2.22,11.37,0.92,82.6263
413854,-3.91,14.81,13.84,180,0.64,2320,0.00,32.00,7.92,86,0.00,0,8.85,-5.66,24.41,2.24,11.37,0.92,83.1451
413927,-3.91,14.81,13.84,180,0.63,2329,0.00,32.00,7.95,86,0.00,0,9.00,-5.66,24.79,2.24,11.37,0.92,83.4015
414001,-3.91,14.59,13.84,180,0.66,2339,0.00,31.50,8.48,86,0.00,0,9.14,-5.37,25.57,2.26,11.76,0.92,83.6761
414074,-3.91,14.59,13.84,180,0.66,2339,0.00,31.50,8.60,86,0.00,0,9.29,-5.37,25.78,2.26,11.76,0.92,84.0057
414148,-3.91,14.81,13.76,180,0.68,2370,0.00,30.50,9.02,86,0.00,0,9.29,-5.22,25.98,2.28,11.76,0.94,84.0820
414220,-3.91,14.70,13.76,180,0.66,2348,0.00,30.50,8.64,86,0.00,0,9.43,-5.08,26.72,2.28,12.16,0.94,84.5306
414296,-3.91,14.70,13.76,180,0.70,2382,0.00,30.50,9.23,86,0.00,0,9.58,-4.93,27.02,2.32,12.16,0.96,84.9091
414366,-3.91,14.70,13.76,180,0.71,2403,0.00,30.50,9.20,86,0.00,0,9.72,-4.79,27.86,2.32,12.55,0.96,85.5225
414440,-3.91,14.70,13.84,180,0.69,2432,0.00,30.00,9.34,86,0.00,0,9.87,-4.64,29.02,2.34,12.94,0.96,85.8368
414513,-3.91,14.81,13.84,180,0.73,2431,0.00,29.50,9.34,86,0.00,0,10.01,-4.64,29.35,2.34,12.94,0.98,86.2213
414585,-3.91,14.81,13.76,180,0.74,2435,0.00,29.50,9.87,86,0.00,0,10.16,-4.50,30.00,2.38,13.33,0.98,86.4868
414658,-3.91,14.59,13.84,180,0.76,2468,0.00,29.50,9.48,86,0.00,0,10.16,-4.35,30.22,2.36,13.73,0.98,86.8713
414732,-3.91,14.81,13.76,180,0.75,2464,0.00,29.50,10.10,86,0.00,0,10.30,-4.21,30.66,2.38,13.73,1.00,87.1735
414805,-3.91,14.81,13.84,180,0.76,2491,0.00,29.50,10.17,86,0.00,0,10.45,-4.21,30.99,2.38,13.73,1.00,87.2314
414878,-3.91,14.93,13.68,180,0.76,2509,0.00,29.50,10.17,86,0.00,0,10.45,-4.21,31.54,2.40,13.73,1.00,87.3962
414951,-3.91,14.93,13.84,180,0.74,2510,0.00,29.50,10.31,86,0.00,0,10.45,-4.06,31.98,2.40,13.73,1.00,87.6312
415024,-3.91,14.70,13.76,180,0.77,2539,0.00,29.50,10.83,86,0.00,0,10.59,-4.06,32.56,2.42,14.12,1.00,87.5214
415097,-3.91,14.81,13.84,180,0.76,2548,0.00,29.50,10.33,86,0.00,0,10.59,-4.06,32.56,2.42,14.12,1.00,87.8754
415171,-3.91,14.81,13.76,180,0.77,2598,0.00,30.00,10.53,86,0.00,0,10.59,-4.06,32.81,2.44,14.12,1.00,87.8906
415245,-3.91,14.93,13.76,180,0.77,2590,0.00,29.50,11.05,86,0.00,0,10.59,-3.92,33.06,2.44,14.12,1.00,87.9761
415318,-3.91,14.81,13.84,180,0.76,2608,0.00,29.50,10.71,86,0.00,0,10.74,-4.06,33.42,2.44,14.12,1.00,88.2050
415390,-4.69,14.81,13.76,180,0.77,2644,0.00,29.50,11.20,86,0.00,0,10.59,-3.92,33.67,2.44,14.12,1.02,88.1073
415463,-4.69,14.70,13.76,180,0.77,2624,0.00,29.50,11.30,86,0.00,0,10.74,-3.92,33.90,2.44,14.12,1.02,88.4644
415536,-4.69,14.81,13.76,180,0.78,2648,0.00,30.00,11.43,86,0.00,0,10.74,-3.92,34.01,2.46,14.12,1.02,88.4735
415609,-4.69,14.70,13.84,180,0.78,2679,0.00,29.50,11.34,86,0.00,0,10.74,-3.92,34.27,2.46,14.12,1.02,88.4644
415682,-4.69,14.81,13.76,180,0.78,2712,0.00,30.00,11.57,86,0.00,0,10.74,-3.92,34.75,2.48,14.51,1.02,88.6749
415755,-4.69,14.70,13.76,180,0.79,2742,0.00,30.00,11.70,86,0.00,0,10.74,-3.92,35.60,2.48,14.51,1.02,88.6353
415828,-4.69,14.70,13.84,180,0.78,2715,0.00,29.50,11.58,86,0.00,0,10.74,-3.92,35.47,2.48,14.51,1.02,88.8885
415901,-4.69,14.70,13.76,180,0.78,2772,0.00,30.00,11.83,86,0.00,0,10.88,-3.92,35.72,2.50,14.51,1.02,88.8794
415973,-4.69,14.59,13.76,180,0.78,2778,0.00,30.00,11.89,86,0.00,0,10.74,-3.77,35.97,2.50,14.51,1.02,88.9923
416047,-4.69,14.81,13.76,180,0.78,2786,0.00,30.50,12.07,86,0.00,0,10.88,-3.77,36.32,2.50,14.51,1.02,88.8763
416119,-4.69,14.70,13.84,180,0.79,2829,0.00,30.00,11.97,86,0.00,0,10.88,-3.77,36.80,2.50,14.51,1.02,88.9801
416193,-4.69,14.81,13.84,180,0.78,2806,0.00,30.50,12.12,86,0.00,0,10.88,-3.77,36.93,2.50,14.51,1.02,88.9069
416267,-4.69,14.70,13.84,180,0.78,2842,0.00,30.50,12.24,86,0.00,0,10.88,-3.77,37.17,2.52,14.51,1.02,88.8855
416340,-4.69,14.70,13.84,180,0.81,2857,0.00,30.50,12.19,86,0.00,0,10.88,-3.77,36.93,2.50,14.51,1.02,88.9130
416413,-4.69,14.81,13.84,180,0.78,2911,0.00,30.50,12.42,86,0.00,0,10.88,-3.77,37.65,2.52,14.90,1.02,88.8153
416486,-4.69,14.70,13.84,180,0.77,2925,0.00,30.50,12.48,86,0.00,0,10.88,-3.77,37.53,2.52,14.90,1.02,88.8184
416560,-4.69,14.81,13.84,180,0.77,2922,0.00,30.50,12.47,86,0.00,0,10.88,-3.63,38.16,2.52,14.90,1.04,88.8184
416632,-4.69,14.81,13.76,180,0.78,2948,0.00,30.50,12.64,86,0.00,0,11.03,-3.63,38.04,2.52,14.90,1.04,88.8000
416706,-3.91,14.70,13.76,180,0.79,2963,0.00,30.50,12.76,86,0.00,0,11.03,-3.63,38.30,2.54,14.90,1.04,88.7634
416778,-3.91,14.59,13.84,180,0.78,2992,0.00,30.50,12.80,86,0.00,0,11.03,-3.63,38.70,2.56,14.90,1.04,88.7878
416851,-3.91,14.59,13.76,180,0.79,3001,0.00,30.50,12.86,86,0.00,0,11.03,-3.63,39.39,2.54,14.90,1.04,88.8489
416924,-3.91,14.59,13.84,180,0.79,3014,0.00,30.50,12.97,86,0.00,0,11.03,-3.48,39.53,2.54,15.29,1.04,88.8336
416998,-3.91,14.59,13.84,180,0.76,3070,0.00,31.00,13.10,86,0.00,0,11.17,-3.48,39.93,2.56,15.29,1.04,88.7970
417071,-3.91,14.47,13.84,180,0.81,3058,0.00,30.50,13.05,86,0.00,0,11.17,-3.48,39.93,2.56,15.29,1.04,88.8092
417144,-3.91,14.47,13.76,180,0.81,3104,0.00,30.50,13.24,86,0.00,0,11.17,-3.48,40.48,2.56,15.29,1.04,88.8123
417218,-3.12,14.47,13.84,180,0.79,3100,0.00,31.00,13.96,86,0.00,0,11.17,-3.34,40.75,2.58,15.29,1.04,88.8947
417291,-1.56,14.59,13.76,180,0.75,3117,0.00,31.00,13.46,86,0.00,0,11.32,-3.34,41.16,2.58,15.69,1.04,88.8000
417364,-1.56,14.59,13.76,180,0.78,3155,0.00,31.00,13.45,86,0.00,0,11.32,-3.34,40.88,2.58,15.69,1.04,88.8519
417436,-1.56,14.36,13.76,180,0.79,3152,0.00,31.00,13.58,86,0.00,0,11.32,-3.34,41.43,2.60,15.69,1.06,88.8458
417509,-1.56,14.47,13.84,180,0.79,3183,0.00,31.00,13.60,86,0.00,0,11.32,-3.34,41.71,2.60,15.69,1.06,88.8092
417583,-1.56,14.47,13.84,180,0.79,3224,0.00,31.50,13.76,86,0.00,0,11.32,-3.34,41.85,2.60,15.69,1.06,88.8092
417656,-1.56,14.47,13.76,180,0.78,3210,0.00,31.00,13.70,86,0.00,0,11.32,-3.34,42.11,2.60,15.69,1.06,88.8092
417729,-1.56,14.47,13.76,180,0.79,3238,0.00,31.50,13.82,86,0.00,0,11.32,-3.34,42.25,2.62,15.69,1.06,88.8397
417802,-1.56,14.70,13.76,180,0.78,3252,0.00,31.50,13.88,86,0.00,0,11.32,-3.34,42.80,2.62,15.69,1.06,88.8092
417875,-1.56,14.59,13.76,180,0.79,3294,0.00,32.00,13.99,86,0.00,0,11.32,-3.34,42.52,2.62,15.69,1.06,88.7787
417949,-1.56,14.59,13.76,180,0.81,3279,0.00,31.50,14.13,86,0.00,0,11.32,-3.34,43.33,2.62,15.69,1.06,88.7787
418021,-1.56,14.59,13.76,180,0.79,3312,0.00,32.00,14.22,86,0.00,0,11.32,-3.34,43.48,2.62,15.69,1.06,88.7482
418095,-1.56,14.59,13.76,180,0.81,3333,0.00,31.50,14.16,86,0.00,0,11.32,-3.34,42.93,2.62,15.69,1.06,88.7787
418167,-1.56,14.70,13.76,180,0.78,3320,0.00,32.00,14.30,86,0.00,0,11.32,-3.34,43.48,2.64,15.69,1.06,88.7482
418241,-1.56,14.59,13.76,180,0.76,3369,0.00,32.00,14.37,86,0.00,0,11.32,-3.34,43.75,2.64,15.69,1.06,88.7177
418314,-1.56,14.70,13.68,180,0.78,3370,0.00,32.00,14.38,86,0.00,0,11.32,-3.34,43.61,2.64,15.69,1.06,88.6902
418387,-1.56,14.59,13.76,180,0.81,3388,0.00,32.00,14.45,86,0.00,0,11.32,-3.34,43.74,2.64,16.08,1.06,88.7177
418460,-1.56,14.70,13.76,180,0.77,3409,0.00,32.00,14.54,86,0.00,0,11.32,-3.48,43.88,2.64,16.08,1.06,88.6292
418533,-1.56,14.70,13.76,180,0.62,3428,0.00,32.00,10.16,86,0.00,0,11.17,-6.67,42.93,2.60,8.63,0.62,83.0536
418606,-1.56,14.47,13.76,180,0.38,3402,0.00,35.50,0.00,86,0.00,0,7.98,-8.85,16.46,1.84,0.00,0.54,76.1047
418678,-1.56,12.40,13.84,180,0.30,3324,0.00,33.50,0.00,86,0.00,0,5.80,-10.01,12.02,2.02,0.00,0.54,73.5443
418753,-2.34,16.31,13.76,180,0.28,3156,0.00,30.50,0.00,86,0.00,0,4.64,-10.45,13.90,1.72,0.00,0.54,72.9614
418826,-2.34,23.08,13.84,180,0.29,2886,0.00,28.00,0.00,86,0.00,0,4.21,-10.74,14.22,1.94,0.00,0.54,72.1741
418898,-2.34,23.89,13.76,180,0.29,2734,0.00,25.00,0.00,86,0.00,0,3.92,-10.88,12.79,1.74,0.00,0.54,71.6675
418973,-3.12,23.31,13.44,180,0.22,2616,0.00,21.50,0.00,86,0.00,0,3.77,-10.88,9.51,1.70,0.00,0.54,71.2677
419045,-3.12,23.43,13.52,180,0.30,2452,0.00,17.50,0.00,86,0.00,0,3.77,-10.88,12.30,1.76,0.00,0.54,70.8374
419117,-3.12,23.66,13.36,180,0.22,2298,0.00,15.50,0.00,86,0.00,0,3.77,-10.88,9.30,1.54,0.00,0.54,70.4437
419191,-3.12,23.77,13.52,180,0.30,2156,0.00,15.50,0.00,86,0.00,0,3.77,-10.74,10.04,1.80,0.00,0.54,70.0684
419264,-3.12,23.77,13.52,180,0.34,2028,0.00,15.50,0.00,86,0.00,0,3.92,-10.59,10.31,1.80,0.39,0.56,70.0012
419336,-3.12,23.66,13.28,180,0.40,1889,0.00,16.00,5.57,86,0.00,0,4.06,-10.30,7.17,1.70,2.75,0.66,70.0012
419410,-3.12,23.77,13.12,180,0.42,1742,0.00,20.00,4.49,86,0.00,0,4.35,-9.43,11.70,1.80,4.71,0.70,70.5597
419484,-3.91,23.54,13.20,180,0.45,1661,0.00,23.00,4.61,86,0.00,0,5.22,-9.00,11.91,1.82,5.49,0.74,71.9635
419557,-3.91,23.54,13.36,180,0.46,1711,0.00,29.00,4.75,86,0.00,0,6.09,-8.56,12.88,1.88,6.27,0.76,73.8922
419629,-3.91,21.59,13.36,180,0.46,1818,0.00,33.00,5.43,86,0.00,0,6.53,-7.84,14.05,1.90,7.06,0.78,75.4517
419702,-3.91,13.55,13.60,180,0.46,1999,0.00,35.50,5.54,86,0.00,0,6.82,-7.55,15.20,1.98,8.24,0.82,76.9409
419775,-5.47,12.98,13.76,180,0.48,2280,0.00,35.50,7.40,86,0.00,0,7.11,-7.40,17.55,2.06,9.02,0.84,77.7954
419849,-5.47,13.67,13.76,180,0.54,2478,0.00,35.50,8.34,86,0.00,0,7.25,-7.25,19.94,2.12,9.41,0.86,78.2928
419921,-4.69,14.81,13.76,180,0.57,2444,0.00,34.50,8.11,86,0.00,0,7.40,-6.96,21.89,2.18,9.80,0.86,79.0283
419995,-4.69,14.24,13.36,180,0.57,2376,0.00,34.50,8.11,86,0.00,0,7.69,-6.67,22.14,2.20,10.20,0.88,80.0201
420068,-4.69,13.21,13.36,180,0.68,2376,0.00,32.50,9.09,86,0.00,0,7.98,-6.24,22.33,2.28,11.76,0.94,81.9824
420140,-4.69,13.67,13.60,180,0.76,2398,0.00,30.50,9.72,86,0.00,0,8.42,-5.51,27.95,2.32,13.33,1.00,84.2346
420215,-4.69,13.55,13.76,180,0.84,2376,0.00,28.50,10.64,86,0.00,0,10.01,-4.64,31.65,2.42,15.29,1.04,86.6119
420288,-4.69,13.44,13.76,180,0.88,2416,0.00,27.50,10.82,86,0.00,0,10.88,-3.19,34.14,2.48,16.86,1.10,88.8336
420360,-4.69,13.44,13.68,180,0.88,2386,0.00,26.00,11.33,86,0.00,0,11.46,-2.61,36.32,2.50,17.65,1.10,90.3473
420433,-3.91,13.90,13.76,180,0.93,2413,0.00,26.00,11.33,86,0.00,0,12.04,-2.32,36.56,2.50,17.65,1.12,91.0095
420506,-3.91,14.13,13.76,180,0.94,2414,0.00,25.50,11.93,86,0.00,0,12.33,-2.03,37.05,2.52,18.04,1.14,91.6901
420580,-3.91,14.59,13.68,180,0.96,2432,0.00,25.00,11.84,86,0.00,0,12.62,-1.89,37.77,2.54,18.43,1.14,92.0898
420653,-3.91,14.59,13.76,180,0.97,2414,0.00,25.00,12.08,86,0.00,0,12.77,-1.60,38.43,2.54,18.82,1.16,92.4194
420725,-3.91,14.59,13.76,180,0.98,2440,0.00,24.00,12.49,86,0.00,0,13.06,-1.45,40.06,2.56,19.22,1.16,92.7795
420800,-3.91,14.70,13.76,180,1.00,2470,0.00,24.50,12.65,86,0.00,0,13.20,-1.31,39.93,2.56,19.22,1.16,93.0206
420872,-3.91,14.59,13.76,178,0.99,2468,0.00,23.50,13.17,86,0.00,0,13.49,-1.16,41.16,2.58,19.22,1.16,93.2587
420945,-1.56,14.59,13.76,178,0.97,2503,0.00,24.00,13.35,86,0.00,0,13.64,-1.02,41.19,2.58,19.22,1.16,93.3197
421019,-1.56,14.59,13.76,178,1.01,2475,0.00,23.50,13.39,86,0.00,0,13.64,-0.87,41.43,2.60,19.22,1.16,93.5883
421092,-1.56,14.47,13.68,178,1.03,2510,0.00,23.00,13.40,86,0.00,0,13.78,-0.73,42.03,2.60,19.61,1.18,93.6798
421164,-1.56,14.70,13.76,180,1.02,2513,0.00,23.00,13.44,86,0.00,0,13.93,-0.73,42.44,2.62,19.61,1.18,93.8904
421236,-1.56,14.59,13.68,180,1.03,2520,0.00,22.50,13.45,86,0.00,0,13.93,-0.58,42.71,2.62,19.61,1.18,94.0094
421309,-1.56,14.59,13.68,180,1.04,2522,0.00,22.50,13.58,86,0.00,0,14.07,-0.58,43.41,2.64,19.61,1.18,94.1284
421383,-1.56,14.59,13.68,180,1.04,2546,0.00,22.00,14.12,86,0.00,0,14.07,-0.44,44.39,2.64,19.61,1.18,94.2810
421457,-1.56,14.59,13.76,180,1.04,2582,0.00,22.50,14.32,86,0.00,0,14.22,-0.44,44.46,2.64,19.61,1.18,94.3390
421530,-1.56,14.59,13.68,180,1.05,2556,0.00,22.00,14.18,86,0.00,0,14.36,-0.29,44.70,2.64,19.61,1.18,94.4885
421602,-1.56,14.70,13.76,180,1.06,2602,0.00,22.00,14.43,86,0.00,0,14.36,-0.29,45.48,2.66,19.61,1.18,94.4885
421675,-1.56,14.70,13.68,180,1.04,2582,0.00,21.50,14.55,86,0.00,0,14.36,-0.15,45.62,2.66,19.61,1.18,94.6106
421748,-1.56,14.70,13.76,180,1.07,2623,0.00,21.00,15.08,86,0.00,0,14.51,-0.15,46.37,2.68,19.61,1.18,94.6991
421821,0.00,14.70,13.68,180,1.07,2618,0.00,21.00,15.22,86,0.00,0,14.51,0.00,46.47,2.68,19.61,1.18,94.8212
421894,0.00,14.59,13.76,180,1.07,2642,0.00,21.00,15.16,86,0.00,0,14.65,0.00,47.08,2.68,19.61,1.18,94.8486
421968,0.00,14.59,13.68,178,1.08,2644,0.00,21.00,15.23,86,0.00,0,14.65,0.00,47.40,2.68,19.61,1.18,94.8792
422041,0.00,14.59,13.76,178,1.08,2665,0.00,20.50,15.35,86,0.00,0,14.65,0.00,48.15,2.70,19.61,1.18,94.9402
422113,0.00,14.47,13.76,178,1.08,2660,0.00,20.50,15.32,86,0.00,0,14.65,0.00,48.18,2.70,19.61,1.18,95.0012
422186,0.00,14.59,13.76,178,1.09,2693,0.00,20.50,15.51,86,0.00,0,14.65,0.15,48.82,2.70,19.61,1.18,95.0195
422260,0.00,14.47,13.76,178,1.09,2678,0.00,20.50,15.67,86,0.00,0,14.80,0.15,48.64,2.70,19.61,1.18,95.0562
422332,0.00,14.59,13.68,178,1.09,2720,0.00,20.50,17.40,86,0.00,0,14.80,0.15,49.41,2.72,19.61,1.18,95.1141
422405,0.00,14.59,13.68,178,1.10,2719,0.00,20.00,17.54,86,0.00,0,14.80,0.15,49.38,2.72,19.61,1.18,95.1324
422479,0.00,13.32,13.60,178,1.10,2741,0.00,20.00,17.55,86,0.00,0,14.80,0.15,50.06,2.72,19.61,1.18,95.1508
422552,0.00,12.63,13.60,178,1.10,2742,0.00,20.00,17.66,86,0.00,0,14.80,0.15,50.04,2.74,19.61,1.18,95.1508
422625,0.00,12.52,13.60,178,1.10,2761,0.00,20.00,17.67,86,0.00,0,14.80,0.29,50.71,2.74,19.61,1.18,95.1874
422698,0.00,12.52,13.60,178,1.11,2770,0.00,20.00,17.72,86,0.00,0,14.95,0.29,51.19,2.74,19.61,1.18,95.2454
422772,0.00,12.40,13.68,178,1.11,2790,0.00,20.00,17.86,86,0.00,0,14.95,0.29,51.59,2.76,19.61,1.18,95.2454
422844,0.00,12.40,13.68,178,1.11,2791,0.00,20.00,17.86,86,0.00,0,14.95,0.29,51.70,2.74,19.61,1.18,95.2301
422918,0.00,12.40,13.68,178,1.11,2813,0.00,20.00,18.04,86,0.00,0,14.95,0.29,52.20,2.76,19.61,1.18,95.2728
422992,0.00,12.40,13.68,178,1.11,2818,0.00,20.00,18.12,86,0.00,0,14.95,0.44,52.34,2.76,19.61,1.18,95.2271
423064,0.00,12.52,13.68,178,1.11,2831,0.00,20.00,18.79,86,0.00,0,15.09,0.44,52.31,2.76,19.61,1.18,95.2118
423138,0.00,12.52,13.68,178,1.11,2841,0.00,20.00,18.33,86,0.00,0,15.09,0.44,52.77,2.78,19.61,1.18,95.1569
423211,0.00,12.52,13.68,178,1.11,2864,0.00,20.00,18.37,86,0.00,0,15.09,0.44,53.07,2.76,19.61,1.18,95.1904
423283,0.00,12.40,13.68,178,1.11,2901,0.00,20.00,18.57,88,0.00,0,15.09,0.44,53.40,2.78,19.61,1.18,95.0836
423357,0.00,12.40,13.68,178,1.11,2883,0.00,20.00,18.45,88,0.00,0,15.09,0.44,53.46,2.78,19.61,1.18,95.1141
423430,0.00,12.52,13.68,178,1.11,2917,0.00,20.00,18.67,88,0.00,0,15.09,0.44,53.98,2.78,19.61,1.18,95.0745
423503,0.00,12.40,13.68,178,1.10,2902,0.00,20.00,18.57,88,0.00,0,15.09,0.44,53.80,2.78,19.61,1.18,95.0531
423576,0.00,12.40,13.68,178,1.11,2952,0.00,20.00,18.83,88,0.00,0,15.09,0.44,54.24,2.78,19.61,1.18,95.0012
423649,0.00,12.40,13.68,178,1.11,2942,0.00,20.00,18.89,88,0.00,0,15.09,0.44,54.16,2.78,19.61,1.18,94.9951
423723,0.00,12.52,13.60,178,1.10,2952,0.00,20.00,18.96,88,0.00,0,15.09,0.44,54.58,2.78,19.61,1.18,94.9402
423794,0.00,12.40,13.68,178,1.10,2962,0.00,20.50,19.12,88,0.00,0,15.09,0.44,54.58,2.80,19.61,1.18,94.8853
423867,0.00,12.52,13.60,178,1.10,2998,0.00,20.50,19.19,88,0.00,0,15.09,0.44,54.86,2.78,19.61,1.18,94.9341
423941,0.00,12.40,13.68,178,1.10,3004,0.00,20.50,19.22,88,0.00,0,15.09,0.44,55.30,2.80,19.61,1.18,94.8608
424014,0.00,12.40,13.68,178,1.10,3007,0.00,20.50,19.24,88,0.00,0,15.09,0.44,55.26,2.80,19.61,1.18,94.7723
424086,0.00,12.40,13.68,178,1.10,3042,0.00,20.50,19.47,88,0.00,0,15.09,0.44,55.63,2.80,19.61,1.18,94.7998
424160,0.00,12.40,13.68,178,1.10,3044,0.00,20.50,19.50,88,0.00,0,15.09,0.44,55.80,2.80,19.61,1.18,94.7388
424233,0.00,12.29,13.68,178,1.09,3047,0.00,20.50,19.67,88,0.00,0,15.09,0.44,55.70,2.80,19.61,1.18,94.6533
424306,0.00,12.40,13.68,178,1.09,3074,0.00,21.00,19.65,88,0.00,0,15.09,0.29,55.96,2.80,19.61,1.18,94.6442
424379,0.00,12.40,13.60,178,1.09,3070,0.00,21.00,19.75,88,0.00,0,14.95,0.44,55.87,2.80,19.22,1.16,94.6045
424452,0.00,12.40,13.68,178,1.08,3086,0.00,21.00,19.87,88,0.00,0,15.09,0.29,56.02,2.80,19.22,1.16,94.5129
424525,0.00,12.40,13.68,178,1.08,3105,0.00,21.50,19.87,88,0.00,0,14.95,0.29,55.90,2.80,19.22,1.16,94.4489
424598,0.00,12.52,13.60,178,1.08,3133,0.00,21.50,19.38,88,0.00,0,14.95,0.29,56.16,2.80,19.22,1.16,94.3939
424672,0.00,12.52,13.60,178,1.07,3138,0.00,21.50,19.41,88,0.00,0,14.95,0.29,56.21,2.80,19.22,1.16,94.3329
424744,0.00,12.40,13.60,178,1.07,3142,0.00,22.00,19.44,88,0.00,0,14.95,0.29,56.13,2.80,19.22,1.16,94.2871
424817,0.00,12.52,13.68,178,1.06,3163,0.00,22.00,19.58,88,0.00,0,14.95,0.15,56.21,2.80,19.22,1.16,94.2200
424891,0.00,12.52,13.60,178,1.06,3164,0.00,22.50,19.68,88,0.00,0,14.80,0.15,56.40,2.80,19.22,1.16,94.1772
424964,0.00,12.40,13.68,178,1.03,3182,0.00,22.50,19.75,90,0.00,0,14.80,0.15,56.40,2.80,19.22,1.16,94.0918
425038,0.00,12.52,13.60,178,1.05,3193,0.00,22.50,19.79,90,0.00,0,14.80,0.15,56.37,2.82,19.22,1.16,94.0552
