Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),A/F Learning #1 (%)
222827,14.59,13.76,176,2871,74.90,31.00,12.83,31,0.00,11.90,14.90,73,0.82,0.00,0,0.0,-2.76,39.25,0.00,1.04,0.00
222905,14.59,13.76,176,2869,74.90,31.50,12.85,31,0.00,11.90,14.90,73,0.82,0.00,0,0.0,-2.76,38.84,0.00,1.02,0.00
222982,14.59,13.76,176,2867,74.90,31.00,12.84,31,0.00,11.90,14.90,73,0.81,0.00,0,0.0,-2.76,38.57,0.00,1.02,0.00
223060,14.70,13.76,176,2864,74.90,31.50,12.83,31,0.00,11.75,14.51,73,0.80,0.00,0,0.0,-2.90,38.43,0.00,1.02,0.00
223139,14.59,13.76,176,2866,74.90,31.50,12.84,31,0.00,11.75,14.51,73,0.79,0.00,0,0.0,-3.05,37.90,0.00,1.02,0.00
223216,14.59,13.76,176,2860,74.90,32.00,12.84,31,0.00,11.61,14.51,73,0.79,0.00,0,0.0,-3.05,37.41,0.00,1.02,0.00
223293,14.59,13.76,176,2872,74.90,32.00,12.25,31,0.00,11.46,14.12,73,0.77,0.00,0,0.0,-3.19,37.28,0.00,1.00,0.00
223371,14.70,13.84,176,2878,74.90,32.50,12.28,31,0.00,11.46,14.12,73,0.78,0.00,0,0.0,-3.19,37.05,0.00,1.00,0.00
223449,14.70,13.76,176,2876,74.90,32.00,12.27,31,0.00,11.46,14.12,73,0.76,0.00,0,0.0,-3.34,36.56,0.00,1.00,0.00
223527,14.70,13.76,176,2878,74.90,32.50,12.28,31,0.00,11.32,14.12,73,0.75,0.00,0,0.0,-3.34,36.32,0.00,1.00,0.00
223605,14.70,13.84,176,2858,74.90,32.50,11.60,31,0.00,11.32,13.73,73,0.75,0.00,0,0.0,-3.48,36.19,0.00,1.00,0.00
223681,14.70,13.76,176,2866,74.90,33.00,12.23,31,0.00,11.17,13.73,73,0.75,0.00,0,0.0,-3.48,35.97,0.00,1.00,0.00
223760,14.59,13.76,176,2881,74.90,33.00,11.68,31,0.00,11.03,13.73,73,0.74,0.00,0,0.0,-3.63,35.83,0.00,0.98,0.00
223836,14.59,13.76,176,2879,74.90,33.00,12.28,31,0.00,11.03,13.73,73,0.75,0.00,0,0.0,-3.77,35.35,0.00,0.98,0.00
223914,14.70,13.76,176,2880,74.90,33.00,11.67,31,0.00,10.88,13.73,73,0.73,0.00,0,0.0,-3.77,35.11,0.00,0.98,-1.56
223993,14.70,13.76,176,2879,74.90,33.00,11.67,31,0.00,10.88,13.73,73,0.73,0.00,0,0.0,-3.77,34.88,0.00,0.98,-1.56
224070,14.81,13.76,176,2861,74.90,33.50,11.59,31,0.00,10.88,13.33,73,0.72,0.00,0,0.0,-3.92,34.51,0.00,0.98,-1.56
224149,14.81,13.76,176,2864,74.90,33.50,11.61,31,0.00,10.59,13.33,73,0.72,0.00,0,0.0,-4.06,34.51,0.00,0.98,-1.56
224226,14.81,13.76,176,2869,74.90,33.50,11.63,31,0.00,10.59,13.33,73,0.71,0.00,0,0.0,-4.06,34.51,0.00,0.98,-1.56
224304,14.81,13.76,176,2883,74.90,34.00,11.07,31,0.00,10.59,12.94,73,0.71,0.00,0,0.0,-4.21,34.01,0.00,0.96,-1.56
224382,14.70,13.76,176,2884,74.90,34.00,11.08,31,0.00,10.45,12.94,73,0.70,0.00,0,0.0,-4.21,33.42,0.00,0.96,-1.56
224459,14.59,13.76,176,2864,74.90,34.00,11.05,31,0.00,10.45,12.94,73,0.70,0.00,0,0.0,-4.21,33.54,0.00,0.96,-1.56
224537,14.81,13.76,176,2870,74.90,34.00,11.02,31,0.00,10.45,12.94,73,0.68,0.00,0,0.0,-4.21,32.92,0.00,0.96,-1.56
224614,14.81,13.76,176,2871,74.90,34.50,11.03,31,0.00,10.30,12.94,73,0.69,0.00,0,0.0,-4.35,32.81,0.00,0.96,-1.56
224691,14.93,13.68,176,2871,74.90,34.00,11.03,31,0.00,10.30,12.94,73,0.69,0.00,0,0.0,-4.50,35.37,0.00,0.96,-1.56
224771,14.70,13.76,176,2881,74.90,34.00,11.06,31,0.00,10.16,12.94,73,0.68,0.00,0,0.0,-4.50,32.68,0.00,0.96,-1.56
224847,14.70,13.76,176,2880,74.90,34.00,11.09,31,0.00,10.16,12.94,73,0.68,0.00,0,0.0,-4.50,32.68,0.00,0.96,-1.56
224925,14.70,13.68,176,2864,74.90,34.50,11.25,31,0.00,10.16,12.94,73,0.69,0.00,0,0.0,-4.50,32.56,0.00,0.96,-1.56
225003,14.70,13.76,176,2871,74.90,34.00,11.03,31,0.00,10.16,12.94,73,0.68,0.00,0,0.0,-4.50,32.93,0.00,0.96,-1.56
225079,14.70,13.68,176,2867,74.90,34.50,11.01,31,0.00,10.01,12.94,73,0.67,0.00,0,0.0,-4.64,32.21,0.00,0.96,-1.56
225158,14.59,13.76,176,2869,74.90,34.50,11.02,31,0.00,10.01,12.94,73,0.66,0.00,0,0.0,-4.64,31.87,0.00,0.96,-1.56
225234,14.59,13.76,176,2884,74.90,35.00,10.46,31,0.00,10.01,12.55,73,0.66,0.00,0,0.0,-4.64,31.87,0.00,0.96,-1.56
225313,14.70,13.76,176,2884,74.90,35.00,10.45,31,0.00,10.01,12.55,73,0.66,0.00,0,0.0,-4.64,31.87,0.00,0.96,-1.56
225389,14.81,13.76,176,2874,74.90,35.00,11.04,31,0.00,9.87,12.55,73,0.66,0.00,0,0.0,-4.79,31.76,0.00,0.96,-1.56
225467,14.70,13.76,176,2873,74.90,35.00,10.42,31,0.00,9.87,12.55,73,0.66,0.00,0,0.0,-4.79,31.98,0.00,0.96,-1.56
225544,14.70,13.76,176,2872,74.90,35.00,10.42,31,0.00,9.87,12.55,73,0.66,0.00,0,0.0,-4.79,31.65,0.00,0.96,-1.56
225623,14.59,13.76,176,2877,74.90,35.00,10.43,31,0.00,9.87,12.55,73,0.67,0.00,0,0.0,-4.79,31.87,0.00,0.96,-1.56
225701,14.70,13.76,176,2886,74.90,35.00,11.08,31,0.00,9.87,12.55,73,0.65,0.00,0,0.0,-4.79,31.65,0.00,0.96,-1.56
225779,14.47,13.76,176,2886,74.90,35.50,11.08,31,0.00,9.87,12.55,73,0.66,0.00,0,0.0,-4.79,31.65,0.00,0.96,-1.56
225856,14.70,13.84,176,2877,74.90,35.00,10.43,31,0.00,9.87,12.55,73,0.66,0.00,0,0.0,-4.79,31.43,0.00,0.96,-1.56
225934,14.59,13.76,176,2874,74.90,35.00,10.42,31,0.00,9.87,12.55,73,0.66,0.00,0,0.0,-4.79,31.43,0.00,0.96,-1.56
226011,14.59,13.84,176,2877,74.90,35.50,10.43,31,0.00,9.87,12.55,73,0.66,0.00,0,0.0,-4.79,31.65,0.00,0.96,-1.56
226090,14.59,13.76,176,2880,74.90,35.00,10.44,31,0.00,9.87,12.55,73,0.66,0.00,0,0.0,-4.79,31.43,0.00,0.96,-1.56
226168,14.59,13.76,176,2890,74.90,35.00,10.48,31,0.00,9.72,12.55,73,0.66,0.00,0,0.0,-4.93,31.76,0.00,0.94,-1.56
226246,14.59,13.76,176,2892,74.90,35.50,10.49,31,0.00,9.72,12.55,73,0.66,0.00,0,0.0,-4.93,31.32,0.00,0.94,-1.56
226324,14.59,13.76,176,2886,74.90,35.00,10.47,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.65,0.00,0.96,-1.56
226401,14.59,13.76,176,2879,74.90,35.50,10.44,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.43,0.00,0.96,-1.56
226479,14.59,13.76,176,2880,74.90,35.50,10.44,31,0.00,9.72,12.55,74,0.65,0.00,0,0.0,-4.93,31.54,0.00,0.96,-1.56
226557,14.59,13.76,176,2892,74.90,35.50,11.11,31,0.00,9.72,12.55,74,0.66,0.00,0,0.0,-4.93,31.65,0.00,0.96,-1.56
226634,14.59,13.76,176,2892,74.90,35.00,10.49,31,0.00,9.72,12.55,74,0.66,0.00,0,0.0,-4.93,31.87,0.00,0.94,-1.56
226712,14.47,13.76,176,2883,74.90,35.50,10.46,31,0.00,9.72,12.55,74,0.66,0.00,0,0.0,-4.93,31.65,0.00,0.96,-1.56
226790,14.47,13.76,176,2886,74.90,35.50,10.47,31,0.00,9.72,12.55,74,0.65,0.00,0,0.0,-4.93,31.23,0.00,0.96,-1.56
226866,14.59,13.84,176,2888,74.90,35.50,10.47,31,0.00,9.72,12.55,74,0.64,0.00,0,0.0,-4.93,30.99,0.00,0.96,-1.56
226945,14.59,13.84,176,2886,74.90,35.50,10.46,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.65,0.00,0.94,-1.56
227021,14.59,13.84,176,2899,74.90,35.50,10.51,31,0.00,9.72,12.55,73,0.66,0.00,0,0.0,-4.93,31.54,0.00,0.96,-1.56
227100,14.59,13.76,176,2893,74.90,35.00,10.49,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.87,0.00,0.96,-1.56
227177,14.47,13.84,176,2883,74.90,35.50,10.46,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.34,0.00,0.94,-1.56
227254,14.59,13.76,176,2882,74.90,35.50,10.45,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.34,0.00,0.96,-1.56
227332,14.59,13.84,176,2886,74.90,35.50,10.46,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.54,0.00,0.94,-1.56
227410,14.59,13.76,176,2896,74.90,35.50,10.50,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.10,0.00,0.94,-1.56
227487,14.59,13.76,176,2900,74.90,35.50,10.52,31,0.00,9.72,12.55,74,0.65,0.00,0,0.0,-4.93,30.77,0.00,0.96,-1.56
227566,14.70,13.76,176,2891,74.90,35.50,10.48,31,0.00,9.72,12.55,74,0.64,0.00,0,0.0,-4.93,31.23,0.00,0.94,-1.56
227644,14.70,13.76,176,2888,74.90,35.50,10.47,31,0.00,9.72,12.55,74,0.65,0.00,0,0.0,-4.93,31.23,0.00,0.94,-1.56
227720,14.70,13.76,176,2891,74.90,35.50,10.48,31,0.00,9.72,12.55,74,0.65,0.00,0,0.0,-4.93,31.10,0.00,0.94,-1.56
227798,14.70,13.76,176,2904,74.90,35.50,10.53,31,0.00,9.72,12.55,74,0.65,0.00,0,0.0,-4.93,30.88,0.00,0.94,-1.56
227876,14.59,13.76,176,2906,74.90,35.50,10.54,31,0.00,9.72,12.55,74,0.65,0.00,0,0.0,-4.93,31.22,0.00,0.94,-1.56
227953,14.59,13.76,176,2892,74.90,35.50,10.49,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.33,0.00,0.94,-1.56
228031,14.70,13.76,176,2896,74.90,35.50,10.50,31,0.00,9.72,12.55,73,0.65,0.00,0,0.0,-4.93,31.34,0.00,0.96,-1.56
228109,14.47,13.76,176,2896,74.90,35.50,10.50,31,0.00,9.72,12.55,73,0.64,0.00,0,0.0,-4.93,30.99,0.00,0.94,-1.56
228187,14.59,13.76,176,2908,74.90,35.50,10.55,31,0.00,9.72,12.55,73,0.64,0.00,0,0.0,-5.08,30.99,0.00,0.94,-1.56
228263,14.59,13.68,176,2912,74.90,35.50,10.56,31,0.00,9.72,12.55,73,0.64,0.00,0,0.0,-4.93,30.99,0.00,0.94,-1.56
228341,14.70,13.84,176,2899,74.90,35.50,10.51,31,0.00,9.58,12.55,73,0.65,0.00,0,0.0,-5.08,30.99,0.00,0.94,-1.56
228421,14.59,13.76,176,2898,74.90,35.50,10.51,31,0.00,9.58,12.55,74,0.64,0.00,0,0.0,-5.08,31.22,0.00,0.94,-1.56
228497,14.59,13.76,176,2898,74.90,35.50,10.51,31,0.00,9.58,12.55,74,0.64,0.00,0,0.0,-5.08,30.99,0.00,0.94,-1.56
228575,14.47,13.76,176,2916,74.90,35.50,10.58,31,0.00,9.58,12.55,74,0.64,0.00,0,0.0,-5.08,30.99,0.00,0.94,-1.56
228653,14.59,13.68,176,2912,74.90,35.50,10.56,31,0.00,9.58,12.55,74,0.64,0.00,0,0.0,-5.08,30.99,0.00,0.94,-1.56
228730,14.70,13.76,176,2904,74.90,35.50,10.53,31,0.00,9.58,12.55,74,0.65,0.00,0,0.0,-5.08,31.23,0.00,0.94,-1.56
228808,14.59,13.76,176,2907,74.90,35.50,10.54,31,0.00,9.58,12.55,74,0.63,0.00,0,0.0,-5.08,30.77,0.00,0.94,-1.56
228886,14.47,13.76,176,2904,74.90,35.50,10.53,31,0.00,9.58,12.16,74,0.63,0.00,0,0.0,-5.08,33.22,0.00,0.94,-1.56
228964,14.47,13.76,176,2919,74.90,36.00,10.59,31,0.00,9.58,12.16,74,0.64,0.00,0,0.0,-5.08,30.88,0.00,0.94,-1.56
229042,14.59,13.76,176,2909,74.90,36.00,10.60,31,0.00,9.58,12.16,74,0.63,0.00,0,0.0,-5.08,30.77,0.00,0.94,-1.56
229120,14.47,13.76,176,2910,74.90,36.00,9.93,31,0.00,9.58,12.16,74,0.64,0.00,0,0.0,-5.08,30.55,0.00,0.94,-1.56
229197,14.59,13.84,176,2910,74.90,36.00,9.93,31,0.00,9.43,12.16,74,0.64,0.00,0,0.0,-5.22,30.55,0.00,0.94,-1.56
229274,14.70,13.76,176,2924,74.90,35.50,10.60,31,0.00,9.43,12.16,74,0.63,0.00,0,0.0,-5.22,28.43,0.00,0.94,-1.56
229352,14.70,13.84,176,2926,74.90,35.50,10.61,31,0.00,9.43,12.16,75,0.63,0.00,0,0.0,-5.22,30.77,0.00,0.94,-1.56
229430,14.59,13.84,176,2930,74.90,36.00,10.62,31,0.00,9.43,12.16,75,0.62,0.00,0,0.0,-5.22,30.22,0.00,0.94,-1.56
229507,14.59,13.76,176,2919,74.90,36.00,9.96,31,0.00,9.43,12.16,75,0.62,0.00,0,0.0,-5.22,30.44,0.00,0.94,-1.56
229584,14.59,13.76,176,2934,74.90,36.00,10.01,31,0.00,9.43,12.16,75,0.62,0.00,0,0.0,-5.22,30.00,0.00,0.94,-1.56
229663,14.59,13.76,176,2930,74.90,36.50,10.00,31,0.00,9.29,12.16,75,0.62,0.00,0,0.0,-5.37,30.01,0.00,0.94,-1.56
229740,14.59,13.76,176,2930,74.90,36.50,10.00,31,0.00,9.29,11.76,75,0.61,0.00,0,0.0,-5.37,29.90,0.00,0.92,-1.56
229818,14.70,13.76,176,2919,74.90,36.50,9.96,31,0.00,9.29,11.76,75,0.60,0.00,0,0.0,-5.37,29.68,0.00,0.92,-1.56
229896,14.47,13.76,176,2935,74.90,36.50,9.98,31,0.00,9.29,11.76,75,0.60,0.00,0,0.0,-5.51,29.03,0.00,0.92,-1.56
229973,14.70,13.76,176,2942,74.90,37.00,10.04,31,0.00,9.14,11.76,75,0.60,0.00,0,0.0,-5.51,29.02,0.00,0.92,-1.56
230050,14.81,13.76,176,2936,74.90,36.50,10.02,31,0.00,9.14,11.37,75,0.60,0.00,0,0.0,-5.51,29.46,0.00,0.92,-1.56
230128,14.70,13.76,176,2925,74.90,36.50,9.98,31,0.00,9.00,11.37,75,0.59,0.00,0,0.0,-5.66,29.02,0.00,0.92,-1.56
230206,14.59,13.76,176,2927,74.90,36.50,9.99,31,0.00,9.00,11.37,75,0.59,0.00,0,0.0,-5.66,28.70,0.00,0.92,-1.56
230283,14.59,13.76,176,2939,74.90,37.00,9.40,31,0.00,9.00,11.37,75,0.59,0.00,0,0.0,-5.80,28.70,0.00,0.92,-1.56
230362,14.59,13.76,176,2941,74.90,37.00,9.41,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.59,0.00,0.92,-1.56
230440,14.59,13.76,176,2930,74.90,37.00,9.37,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.49,0.00,0.92,-1.56
230516,14.59,13.76,176,2930,74.90,37.00,9.37,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.49,0.00,0.90,-1.56
230594,14.59,13.76,176,2947,74.90,37.00,9.43,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.95,27.86,0.00,0.90,-1.56
230672,14.59,13.76,176,2946,74.90,37.50,9.43,31,0.00,8.71,11.37,75,0.58,0.00,0,0.0,-5.95,28.28,0.00,0.90,-1.56
230749,14.59,13.76,176,2935,74.90,37.50,9.39,31,0.00,8.71,11.37,75,0.57,0.00,0,0.0,-5.95,27.95,0.00,0.90,-1.56
230826,14.59,13.76,176,2935,74.90,37.50,9.39,31,0.00,8.71,11.37,75,0.57,0.00,0,0.0,-5.95,27.95,0.00,0.90,-1.56
230904,14.59,13.76,176,2947,74.90,38.00,9.43,31,0.00,8.71,11.37,75,0.57,0.00,0,0.0,-5.95,27.66,0.00,0.90,-1.56
230982,14.59,13.76,176,2946,74.90,37.50,9.43,31,0.00,8.71,10.98,75,0.57,0.00,0,0.0,-5.95,27.75,0.00,0.90,-1.56
231059,14.59,13.76,176,2940,74.90,37.50,9.41,31,0.00,8.71,10.98,75,0.57,0.00,0,0.0,-6.09,27.65,0.00,0.90,-1.56
231137,14.59,13.76,176,2954,74.90,37.50,9.40,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.95,0.00,0.90,-1.56
231214,14.47,13.76,176,2952,74.90,38.00,9.45,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.66,0.00,0.90,-1.56
231293,14.59,13.84,176,2955,74.90,38.00,9.46,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.44,0.00,0.90,-1.56
231372,14.59,13.76,176,2940,74.90,38.00,9.41,31,0.00,8.56,10.98,75,0.57,0.00,0,0.0,-6.09,27.95,0.00,0.90,-1.56
231448,14.70,13.76,174,2943,74.90,37.50,9.42,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.75,0.00,0.90,-1.56
231526,14.70,13.76,174,2952,74.90,37.50,9.45,31,0.00,8.56,10.98,75,0.55,0.00,0,0.0,-6.09,27.23,0.00,0.90,-1.56
231603,14.59,13.76,174,2946,74.90,37.50,9.46,31,0.00,8.56,10.98,75,0.57,0.00,0,0.0,-6.09,28.06,0.00,0.90,-1.56
231681,14.59,13.76,174,2942,74.90,37.50,9.41,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.95,0.00,0.90,-1.56
231759,14.47,13.68,174,2957,74.90,38.00,9.46,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.44,0.00,0.90,-1.56
231836,14.59,13.76,174,2952,74.90,38.00,9.45,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.66,0.00,0.90,-1.56
231914,14.59,13.76,174,2954,74.90,38.00,9.45,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.55,0.00,0.90,-1.56
231992,14.70,13.76,174,2946,74.90,38.00,9.42,31,0.00,8.56,10.98,75,0.55,0.00,0,0.0,-6.09,27.13,0.00,0.90,-1.56
232069,14.59,13.76,174,2960,74.90,38.00,9.47,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.55,0.00,0.90,-1.56
232147,14.59,13.76,174,2957,74.90,37.50,9.46,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.54,0.00,0.90,-1.56
232225,14.70,13.76,174,2943,74.90,38.00,9.42,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.44,0.00,0.90,-1.56
232303,14.59,13.76,174,2938,74.90,38.00,9.40,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.33,0.00,0.90,-1.56
232380,14.59,13.84,174,2950,74.90,38.00,9.44,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.65,0.00,0.90,-1.56
232458,14.59,13.76,174,2954,74.90,38.00,9.45,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.66,0.00,0.90,-1.56
232536,14.47,13.76,174,2940,74.90,38.00,9.41,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.33,0.00,0.90,-1.56
232613,14.59,13.76,174,2941,74.90,37.50,9.41,31,0.00,8.56,10.98,75,0.57,0.00,0,0.0,-6.09,27.66,0.00,0.90,-1.56
232690,14.70,13.84,174,2955,74.90,37.50,9.46,31,0.00,8.56,10.98,75,0.57,0.00,0,0.0,-6.09,27.86,0.00,0.90,-1.56
232768,14.47,13.84,174,2952,74.90,37.50,9.44,31,0.00,8.56,10.98,75,0.57,0.00,0,0.0,-6.09,27.75,0.00,0.90,-1.56
232846,14.47,13.84,174,2943,74.90,37.50,9.42,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.95,0.00,0.90,-1.56
232924,14.59,13.84,174,2940,74.90,38.00,9.41,31,0.00,8.56,10.98,75,0.56,0.00,0,0.0,-6.09,27.33,0.00,0.90,-1.56
233001,14.59,13.84,174,2950,74.90,37.50,9.44,31,0.00,8.56,10.98,75,0.57,0.00,0,0.0,-6.09,27.55,0.00,0.90,-1.56
233080,14.70,13.84,174,2952,74.90,37.50,9.45,31,0.00,8.56,10.98,75,0.57,0.00,0,0.0,-6.09,27.95,0.00,0.90,-1.56
233156,14.70,13.76,174,2940,74.90,37.50,9.41,31,0.00,8.56,11.37,75,0.57,0.00,0,0.0,-6.09,28.17,0.00,0.90,-1.56
233234,14.47,13.76,174,2949,74.90,37.50,9.40,31,0.00,8.56,11.37,75,0.57,0.00,0,0.0,-5.95,27.86,0.00,0.90,-1.56
233311,14.59,13.84,174,2952,74.90,37.50,9.45,31,0.00,8.71,11.37,75,0.57,0.00,0,0.0,-5.95,27.95,0.00,0.90,-1.56
233389,14.47,13.76,174,2952,74.90,37.50,9.45,31,0.00,8.71,11.37,75,0.56,0.00,0,0.0,-5.95,27.95,0.00,0.90,-1.56
233467,14.59,13.84,174,2941,74.90,37.50,9.41,31,0.00,8.71,11.37,75,0.57,0.00,0,0.0,-5.95,28.06,0.00,0.90,-1.56
233545,14.70,13.76,174,2941,74.90,37.50,9.41,31,0.00,8.71,11.37,75,0.57,0.00,0,0.0,-5.95,27.95,0.00,0.90,-1.56
233622,14.70,13.76,174,2947,74.90,37.50,9.43,31,0.00,8.71,11.37,75,0.58,0.00,0,0.0,-5.95,28.16,0.00,0.90,-1.56
233700,14.59,13.84,174,2935,74.90,37.50,9.60,31,0.00,8.71,11.37,75,0.57,0.00,0,0.0,-5.95,28.17,0.00,0.90,-1.56
233777,14.59,13.76,174,2934,74.90,37.50,9.39,31,0.00,8.71,11.37,75,0.58,0.00,0,0.0,-5.95,28.17,0.00,0.92,-1.56
233855,14.47,13.76,174,2934,74.90,37.00,10.01,31,0.00,8.71,11.37,75,0.58,0.00,0,0.0,-5.95,28.58,0.00,0.92,-1.56
233932,14.47,13.84,174,2946,74.90,37.50,9.43,31,0.00,8.71,11.37,75,0.58,0.00,0,0.0,-5.95,28.59,0.00,0.92,-1.56
234009,14.47,13.84,174,2949,74.90,37.00,9.44,31,0.00,8.71,11.37,75,0.58,0.00,0,0.0,-5.80,28.38,0.00,0.92,-1.56
234087,14.47,13.76,174,2930,74.90,37.50,9.39,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.38,0.00,0.92,-1.56
234166,14.59,13.84,174,2944,74.90,37.00,9.22,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.58,0.00,0.92,-1.56
234243,14.59,13.76,174,2944,74.90,37.00,9.42,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.38,0.00,0.92,-1.56
234321,14.59,13.76,174,2942,74.90,37.00,10.04,31,0.00,8.85,11.37,75,0.59,0.00,0,0.0,-5.80,28.69,0.00,0.92,-1.56
234399,14.47,13.76,174,2932,74.90,37.00,10.01,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.59,0.00,0.92,-1.56
234477,14.59,13.84,174,2944,74.90,37.00,10.01,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.38,0.00,0.92,-1.56
234553,14.47,13.76,174,2942,74.90,37.00,10.26,31,0.00,8.85,11.37,75,0.59,0.00,0,0.0,-5.80,28.38,0.00,0.92,-1.56
234631,14.59,13.84,174,2932,74.90,37.00,10.01,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.59,0.00,0.92,-1.56
234709,14.47,13.76,174,2932,74.90,37.00,10.01,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.38,0.00,0.92,-1.56
234787,14.59,13.76,174,2932,74.90,37.00,10.01,31,0.00,8.85,11.37,75,0.59,0.00,0,0.0,-5.80,28.81,0.00,0.92,-1.56
234865,14.59,13.76,174,2942,74.90,37.00,10.04,31,0.00,8.85,11.37,75,0.59,0.00,0,0.0,-5.80,28.69,0.00,0.92,-1.56
234942,14.59,13.76,174,2930,74.90,36.50,10.04,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.80,28.80,0.00,0.92,-1.56
235020,14.47,13.84,174,2927,74.90,37.00,9.99,31,0.00,8.85,11.37,75,0.59,0.00,0,0.0,-5.80,28.58,0.00,0.92,-1.56
235098,14.59,13.68,174,2925,74.90,37.00,9.98,31,0.00,8.85,11.37,75,0.59,0.00,0,0.0,-5.80,28.70,0.00,0.92,-1.56
235175,14.59,13.84,174,2941,74.90,36.50,10.04,31,0.00,8.85,11.37,75,0.58,0.00,0,0.0,-5.66,28.58,0.00,0.92,-1.56
235252,14.59,13.76,174,2939,74.90,37.00,10.03,31,0.00,9.00,11.37,75,0.59,0.00,0,0.0,-5.80,28.58,0.00,0.92,-1.56
235330,14.59,13.76,174,2925,74.90,36.50,9.98,31,0.00,8.85,11.37,75,0.60,0.00,0,0.0,-5.66,29.03,0.00,0.92,-1.56
235408,14.59,13.76,174,2928,74.90,37.00,10.00,31,0.00,9.00,11.37,75,0.59,0.00,0,0.0,-5.66,28.70,0.00,0.92,-1.56
235486,14.59,13.76,174,2935,74.90,37.00,10.02,31,0.00,8.85,11.37,75,0.60,0.00,0,0.0,-5.80,29.03,0.00,0.92,-1.56
235563,14.59,13.76,174,2930,74.90,37.00,10.00,31,0.00,9.00,11.37,75,0.60,0.00,0,0.0,-5.66,29.13,0.00,0.92,-1.56
235641,14.59,13.84,174,2919,74.90,36.50,9.96,31,0.00,9.00,11.37,75,0.60,0.00,0,0.0,-5.66,29.46,0.00,0.92,-1.56
235719,14.47,13.76,174,2922,74.90,36.50,9.98,31,0.00,9.00,11.37,75,0.60,0.00,0,0.0,-5.66,28.91,0.00,0.92,-1.56
235797,14.47,13.76,174,2930,74.90,36.50,10.00,31,0.00,9.00,11.37,75,0.59,0.00,0,0.0,-5.66,29.24,0.00,0.92,-1.56
235873,14.59,13.84,174,2927,74.90,36.50,9.99,31,0.00,9.00,11.37,75,0.60,0.00,0,0.0,-5.66,29.35,0.00,0.92,-1.56
235951,14.59,13.76,174,2916,74.90,36.50,9.95,31,0.00,9.00,11.37,75,0.60,0.00,0,0.0,-5.66,29.24,0.00,0.92,-1.56
236029,14.47,13.76,174,2914,74.90,36.50,9.94,31,0.00,9.00,11.76,75,0.60,0.00,0,0.0,-5.66,28.91,0.00,0.92,-1.56
